Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women 30-49,2015,Estimated,34.4,101479481,viz_women_age,Percentage by level of total physical activity per recommendations,,Women 30-49 - Low,Women,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women 30-49,2015,Lower Bound,31,104371480,,,,Women 30-49 - Low,Women,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women 30-49,2015,Upper Bound,37.9,101318815,,,,Women 30-49 - Low,Women,11.89
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women 50-69,2015,Estimated,29.7,104371480,viz_women_age,Percentage by level of total physical activity per recommendations,,Women 50-69 - Low,Women,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women 50-69,2015,Lower Bound,25.2,101318815,,,,Women 50-69 - Low,Women,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women 50-69,2015,Upper Bound,34.3,90628308,,,,Women 50-69 - Low,Women,11.89
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women  18-69,2015,Estimated,38.6,101318815,viz_women_age,Percentage by level of total physical activity per recommendations,,Women  18-69 - Low,Women,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women  18-69,2015,Lower Bound,35.5,90628308,,,,Women  18-69 - Low,Women,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Age,Women  18-69,2015,Upper Bound,41.6,29513214,,,,Women  18-69 - Low,Women,11.89
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Rural Men,2015,Estimated,,14694812,viz_sex_area,Percentage by level of total physical activity per recommendations,,Rural Men - Low,Men,14.71
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Rural Men,2015,Lower Bound,,81495031,,,,Rural Men - Low,Men,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Rural Men,2015,Upper Bound,,41946335,,,,Rural Men - Low,Men,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Rural Women,2015,Estimated,,41946335,viz_sex_area,Percentage by level of total physical activity per recommendations,,Rural Women - Low,Women,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Rural Women,2015,Lower Bound,,61251042,,,,Rural Women - Low,Women,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Rural Women,2015,Upper Bound,,93841639,,,,Rural Women - Low,Women,11.89
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Urban Men,2015,Estimated,,30477214,viz_sex_area,Percentage by level of total physical activity per recommendations,,Urban Men - Low,Men,14.71
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Urban Men,2015,Lower Bound,,14694812,,,,Urban Men - Low,Men,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Urban Men,2015,Upper Bound,,81495031,,,,Urban Men - Low,Men,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Urban Women,2015,Estimated,,81495031,viz_sex_area,Percentage by level of total physical activity per recommendations,,Urban Women - Low,Women,88.2
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Urban Women,2015,Lower Bound,,41946335,,,,Urban Women - Low,Women,24.66
Percentage by level of total physical activity per recommendations,1.Low,Sex by Area,Urban Women,2015,Upper Bound,,61251042,,,,Urban Women - Low,Women,11.89
Percentage by level of total physical activity per recommendations,1.Low,Total,Total,2015,Estimated,32.2,29513214,viz_total,Percentage by level of total physical activity per recommendations,table_total,Total - Low,,
Percentage by level of total physical activity per recommendations,1.Low,Total,Total,2015,Lower Bound,29.9,18180041,,,table_total,Total - Low,,
Percentage by level of total physical activity per recommendations,1.Low,Total,Total,2015,Upper Bound,34.4,109006092,,,table_total,Total - Low,,
Percentage by level of total physical activity per recommendations,2.Moderate,Age,18-29,2015,Estimated,16.5,41946335,viz_age,Percentage by level of total physical activity per recommendations,,18-29 - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Age,18-29,2015,Lower Bound,13.3,61251042,,,,18-29 - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Age,18-29,2015,Upper Bound,19.6,93841639,,,,18-29 - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Age,30-49,2015,Estimated,17,61251042,viz_age,Percentage by level of total physical activity per recommendations,,30-49 - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Age,30-49,2015,Lower Bound,15,93841639,,,,30-49 - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Age,30-49,2015,Upper Bound,19,69012474,,,,30-49 - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Age,50-69,2015,Estimated,29.2,93841639,viz_age,Percentage by level of total physical activity per recommendations,,50-69 - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Age,50-69,2015,Lower Bound,26,69012474,,,,50-69 - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Age,50-69,2015,Upper Bound,32.5,101479481,,,,50-69 - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Age, 18-69,2015,Estimated,19.7,69012474,viz_age,Percentage by level of total physical activity per recommendations,, 18-69 - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Age, 18-69,2015,Lower Bound,18.1,101479481,,,, 18-69 - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Age, 18-69,2015,Upper Bound,21.3,104371480,,,, 18-69 - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 18-29,2015,Estimated,,104371480,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural 18-29 - Moderate,Rural,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 18-29,2015,Lower Bound,,101318815,,,,Rural 18-29 - Moderate,Rural,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 18-29,2015,Upper Bound,,90628308,,,,Rural 18-29 - Moderate,Rural,73.33
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 30-49,2015,Estimated,,90628308,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural 30-49 - Moderate,Rural,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 30-49,2015,Lower Bound,,29513214,,,,Rural 30-49 - Moderate,Rural,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 30-49,2015,Upper Bound,,18180041,,,,Rural 30-49 - Moderate,Rural,73.33
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 50-69,2015,Estimated,,18180041,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural 50-69 - Moderate,Rural,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 50-69,2015,Lower Bound,,109006092,,,,Rural 50-69 - Moderate,Rural,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural 50-69,2015,Upper Bound,,30477214,,,,Rural 50-69 - Moderate,Rural,73.33
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural  18-69,2015,Estimated,,30477214,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural  18-69 - Moderate,Rural,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural  18-69,2015,Lower Bound,,14694812,,,,Rural  18-69 - Moderate,Rural,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Rural  18-69,2015,Lower Bound,,81495031,,,,Rural  18-69 - Moderate,Rural,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 18-29,2015,Estimated,,101479481,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban 18-29 - Moderate,Urban,82.11
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 18-29,2015,Lower Bound,,104371480,,,,Urban 18-29 - Moderate,Urban,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 18-29,2015,Upper Bound,,101318815,,,,Urban 18-29 - Moderate,Urban,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 30-49,2015,Estimated,,101318815,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban 30-49 - Moderate,Urban,82.11
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 30-49,2015,Lower Bound,,90628308,,,,Urban 30-49 - Moderate,Urban,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 30-49,2015,Upper Bound,,29513214,,,,Urban 30-49 - Moderate,Urban,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 50-69,2015,Estimated,,29513214,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban 50-69 - Moderate,Urban,82.11
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 50-69,2015,Lower Bound,,18180041,,,,Urban 50-69 - Moderate,Urban,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban 50-69,2015,Upper Bound,,109006092,,,,Urban 50-69 - Moderate,Urban,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban  18-69,2015,Estimated,,109006092,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban  18-69 - Moderate,Urban,82.11
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban  18-69,2015,Lower Bound,,30477214,,,,Urban  18-69 - Moderate,Urban,84.45
Percentage by level of total physical activity per recommendations,2.Moderate,Age by Area,Urban  18-69,2015,Upper Bound,,14694812,,,,Urban  18-69 - Moderate,Urban,81.98
Percentage by level of total physical activity per recommendations,2.Moderate,Area,Rural,2015,Estimated,18.72,104371480,viz_area,Percentage by level of total physical activity per recommendations,,Rural - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Area,Rural,2015,Lower Bound,17.2,101318815,,,,Rural - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Area,Rural,2015,Upper Bound,20.24,90628308,,,,Rural - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Area,Urban,2015,Estimated,20.69,101479481,viz_area,Percentage by level of total physical activity per recommendations,,Urban - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Area,Urban,2015,Lower Bound,19.01,104371480,,,,Urban - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Area,Urban,2015,Upper Bound,22.37,101318815,,,,Urban - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex,Men,2015,Estimated,15.8,14694812,viz_sex,Percentage by level of total physical activity per recommendations,table_total,Men - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Sex,Men,2015,Lower Bound,13.8,81495031,,,table_total,Men - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex,Men,2015,Upper Bound,17.8,41946335,,,table_total,Men - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex,Women,2015,Estimated,23.6,81495031,viz_sex,Percentage by level of total physical activity per recommendations,table_total,Women - Moderate,Total,24.66
Percentage by level of total physical activity per recommendations,2.Moderate,Sex,Women,2015,Lower Bound,21.2,41946335,,,table_total,Women - Moderate,Total,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex,Women,2015,Upper Bound,26,61251042,,,table_total,Women - Moderate,Total,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 18-29,2015,Estimated,12.2,109006092,viz_men_age,Percentage by level of total physical activity per recommendations,,Men 18-29 - Moderate,Men,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 18-29,2015,Lower Bound,8.1,30477214,,,,Men 18-29 - Moderate,Men,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 18-29,2015,Upper Bound,16.3,14694812,,,,Men 18-29 - Moderate,Men,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 30-49,2015,Estimated,11.9,30477214,viz_men_age,Percentage by level of total physical activity per recommendations,,Men 30-49 - Moderate,Men,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 30-49,2015,Lower Bound,9.4,14694812,,,,Men 30-49 - Moderate,Men,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 30-49,2015,Upper Bound,14.5,81495031,,,,Men 30-49 - Moderate,Men,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 50-69,2015,Estimated,28.5,14694812,viz_men_age,Percentage by level of total physical activity per recommendations,,Men 50-69 - Moderate,Men,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 50-69,2015,Lower Bound,24.4,81495031,,,,Men 50-69 - Moderate,Men,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men 50-69,2015,Upper Bound,32.6,41946335,,,,Men 50-69 - Moderate,Men,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men  18-69,2015,Estimated,15.8,81495031,viz_men_age,Percentage by level of total physical activity per recommendations,,Men  18-69 - Moderate,Men,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men  18-69,2015,Lower Bound,13.8,41946335,,,,Men  18-69 - Moderate,Men,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Men  18-69,2015,Upper Bound,17.8,61251042,,,,Men  18-69 - Moderate,Men,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 18-29,2015,Estimated,20.8,101318815,viz_women_age,Percentage by level of total physical activity per recommendations,,Women 18-29 - Moderate,Women,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 18-29,2015,Lower Bound,15.8,90628308,,,,Women 18-29 - Moderate,Women,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 18-29,2015,Upper Bound,25.8,29513214,,,,Women 18-29 - Moderate,Women,49.56
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 30-49,2015,Estimated,21.9,90628308,viz_women_age,Percentage by level of total physical activity per recommendations,,Women 30-49 - Moderate,Women,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 30-49,2015,Lower Bound,19.1,29513214,,,,Women 30-49 - Moderate,Women,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 30-49,2015,Upper Bound,24.8,18180041,,,,Women 30-49 - Moderate,Women,49.56
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 50-69,2015,Estimated,29.8,29513214,viz_women_age,Percentage by level of total physical activity per recommendations,,Women 50-69 - Moderate,Women,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 50-69,2015,Lower Bound,25.1,18180041,,,,Women 50-69 - Moderate,Women,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women 50-69,2015,Upper Bound,34.6,109006092,,,,Women 50-69 - Moderate,Women,49.56
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women  18-69,2015,Estimated,23.6,18180041,viz_women_age,Percentage by level of total physical activity per recommendations,,Women  18-69 - Moderate,Women,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women  18-69,2015,Lower Bound,21.2,109006092,,,,Women  18-69 - Moderate,Women,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Age,Women  18-69,2015,Upper Bound,26,30477214,,,,Women  18-69 - Moderate,Women,49.56
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Men,2015,Estimated,,61251042,viz_sex_area,Percentage by level of total physical activity per recommendations,,Rural Men - Moderate,Men,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Men,2015,Lower Bound,,93841639,,,,Rural Men - Moderate,Men,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Men,2015,Upper Bound,,69012474,,,,Rural Men - Moderate,Men,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Women,2015,Estimated,,69012474,viz_sex_area,Percentage by level of total physical activity per recommendations,,Rural Women - Moderate,Women,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Women,2015,Lower Bound,,101479481,,,,Rural Women - Moderate,Women,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Women,2015,Upper Bound,,104371480,,,,Rural Women - Moderate,Women,49.56
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Men,2015,Estimated,,41946335,viz_sex_area,Percentage by level of total physical activity per recommendations,,Urban Men - Moderate,Men,11.89
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Men,2015,Lower Bound,,61251042,,,,Urban Men - Moderate,Men,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Men,2015,Upper Bound,,93841639,,,,Urban Men - Moderate,Men,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Women,2015,Estimated,,93841639,viz_sex_area,Percentage by level of total physical activity per recommendations,,Urban Women - Moderate,Women,65.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Women,2015,Lower Bound,,69012474,,,,Urban Women - Moderate,Women,33.94
Percentage by level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Women,2015,Upper Bound,,101479481,,,,Urban Women - Moderate,Women,49.56
Percentage by level of total physical activity per recommendations,2.Moderate,Total,Total,2015,Estimated,19.7,30477214,viz_total,Percentage by level of total physical activity per recommendations,table_total,Total - Moderate,,
Percentage by level of total physical activity per recommendations,2.Moderate,Total,Total,2015,Lower Bound,18.1,14694812,,,table_total,Total - Moderate,,
Percentage by level of total physical activity per recommendations,2.Moderate,Total,Total,2015,Upper Bound,21.3,81495031,,,table_total,Total - Moderate,,
Percentage by level of total physical activity per recommendations,3.High,Age,18-29,2015,Estimated,45.4,69012474,viz_age,Percentage by level of total physical activity per recommendations,,18-29 -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Age,18-29,2015,Lower Bound,40.5,101479481,,,,18-29 -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Age,18-29,2015,Upper Bound,50.3,104371480,,,,18-29 -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Age,30-49,2015,Estimated,53.3,101479481,viz_age,Percentage by level of total physical activity per recommendations,,30-49 -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Age,30-49,2015,Lower Bound,50.2,104371480,,,,30-49 -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Age,30-49,2015,Upper Bound,56.5,101318815,,,,30-49 -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Age,50-69,2015,Estimated,42.2,104371480,viz_age,Percentage by level of total physical activity per recommendations,,50-69 -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Age,50-69,2015,Lower Bound,38.5,101318815,,,,50-69 -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Age,50-69,2015,Upper Bound,45.9,90628308,,,,50-69 -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Age, 18-69,2015,Estimated,48.1,101318815,viz_age,Percentage by level of total physical activity per recommendations,, 18-69 -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Age, 18-69,2015,Lower Bound,45.5,90628308,,,, 18-69 -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Age, 18-69,2015,Upper Bound,50.7,29513214,,,, 18-69 -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 18-29,2015,Estimated,,29513214,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural 18-29 -  High,Rural,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 18-29,2015,Lower Bound,,18180041,,,,Rural 18-29 -  High,Rural,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 18-29,2015,Upper Bound,,109006092,,,,Rural 18-29 -  High,Rural,88.2
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 30-49,2015,Estimated,,109006092,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural 30-49 -  High,Rural,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 30-49,2015,Lower Bound,,30477214,,,,Rural 30-49 -  High,Rural,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 30-49,2015,Upper Bound,,14694812,,,,Rural 30-49 -  High,Rural,88.2
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 50-69,2015,Estimated,,14694812,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural 50-69 -  High,Rural,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 50-69,2015,Lower Bound,,81495031,,,,Rural 50-69 -  High,Rural,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural 50-69,2015,Upper Bound,,41946335,,,,Rural 50-69 -  High,Rural,88.2
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural  18-69,2015,Estimated,,41946335,viz_age_area,Percentage by level of total physical activity per recommendations,,Rural  18-69 -  High,Rural,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural  18-69,2015,Lower Bound,,61251042,,,,Rural  18-69 -  High,Rural,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Rural  18-69,2015,Lower Bound,,93841639,,,,Rural  18-69 -  High,Rural,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 18-29,2015,Estimated,,90628308,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban 18-29 -  High,Urban,73.33
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 18-29,2015,Lower Bound,,29513214,,,,Urban 18-29 -  High,Urban,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 18-29,2015,Upper Bound,,18180041,,,,Urban 18-29 -  High,Urban,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 30-49,2015,Estimated,,18180041,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban 30-49 -  High,Urban,73.33
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 30-49,2015,Lower Bound,,109006092,,,,Urban 30-49 -  High,Urban,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 30-49,2015,Upper Bound,,30477214,,,,Urban 30-49 -  High,Urban,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 50-69,2015,Estimated,,30477214,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban 50-69 -  High,Urban,73.33
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 50-69,2015,Lower Bound,,14694812,,,,Urban 50-69 -  High,Urban,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban 50-69,2015,Upper Bound,,81495031,,,,Urban 50-69 -  High,Urban,14.71
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban  18-69,2015,Estimated,,81495031,viz_age_area,Percentage by level of total physical activity per recommendations,,Urban  18-69 -  High,Urban,73.33
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban  18-69,2015,Lower Bound,,41946335,,,,Urban  18-69 -  High,Urban,23.88
Percentage by level of total physical activity per recommendations,3.High,Age by Area,Urban  18-69,2015,Upper Bound,,61251042,,,,Urban  18-69 -  High,Urban,14.71
Percentage by level of total physical activity per recommendations,3.High,Area,Rural,2015,Estimated,45.7,29513214,viz_area,Percentage by level of total physical activity per recommendations,,Rural -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Area,Rural,2015,Lower Bound,43.23,18180041,,,,Rural -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Area,Rural,2015,Upper Bound,48.17,109006092,,,,Rural -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Area,Urban,2015,Estimated,50.51,90628308,viz_area,Percentage by level of total physical activity per recommendations,,Urban -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Area,Urban,2015,Lower Bound,47.78,29513214,,,,Urban -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Area,Urban,2015,Upper Bound,53.24,18180041,,,,Urban -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex,Men,2015,Estimated,58.6,61251042,viz_sex,Percentage by level of total physical activity per recommendations,table_total,Men -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Sex,Men,2015,Lower Bound,55.5,93841639,,,table_total,Men -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Sex,Men,2015,Upper Bound,61.7,69012474,,,table_total,Men -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex,Women,2015,Estimated,37.9,93841639,viz_sex,Percentage by level of total physical activity per recommendations,table_total,Women -  High,Total,33.94
Percentage by level of total physical activity per recommendations,3.High,Sex,Women,2015,Lower Bound,34.6,69012474,,,table_total,Women -  High,Total,49.56
Percentage by level of total physical activity per recommendations,3.High,Sex,Women,2015,Upper Bound,41.2,101479481,,,table_total,Women -  High,Total,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 18-29,2015,Estimated,62.5,81495031,viz_men_age,Percentage by level of total physical activity per recommendations,,Men 18-29 -  High,Men,49.56
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 18-29,2015,Lower Bound,56.3,41946335,,,,Men 18-29 -  High,Men,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 18-29,2015,Upper Bound,68.7,61251042,,,,Men 18-29 -  High,Men,55.84
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 30-49,2015,Estimated,63.2,41946335,viz_men_age,Percentage by level of total physical activity per recommendations,,Men 30-49 -  High,Men,49.56
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 30-49,2015,Lower Bound,58.8,61251042,,,,Men 30-49 -  High,Men,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 30-49,2015,Upper Bound,67.5,93841639,,,,Men 30-49 -  High,Men,55.84
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 50-69,2015,Estimated,44.2,61251042,viz_men_age,Percentage by level of total physical activity per recommendations,,Men 50-69 -  High,Men,49.56
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 50-69,2015,Lower Bound,39.2,93841639,,,,Men 50-69 -  High,Men,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men 50-69,2015,Upper Bound,49.3,69012474,,,,Men 50-69 -  High,Men,55.84
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men  18-69,2015,Estimated,58.6,93841639,viz_men_age,Percentage by level of total physical activity per recommendations,,Men  18-69 -  High,Men,49.56
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men  18-69,2015,Lower Bound,55.5,69012474,,,,Men  18-69 -  High,Men,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Men  18-69,2015,Upper Bound,61.7,101479481,,,,Men  18-69 -  High,Men,55.84
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Women 18-29,2015,Estimated,27.9,18180041,viz_women_age,Percentage by level of total physical activity per recommendations,,Women 18-29 -  High,Women,75.93
Percentage by level of total physical activity per recommendations,3.High,Sex by Age,Women 18-29,2015,Lower Bound,21.9,109006092,,,,Women 18-29 -  High,Women,55.84
