Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age,Age Group 4,2015,Lower Bound,90.62,111996963,,,Total,21.68
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Area,Urban,2015,Lower Bound,10.29,12717377,,,Total,21.68
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Area,Rural,2015,Lower Bound,30.2,37324082,,,Total,21.68
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 1,2015,Lower Bound,57.06,70520268,,,Women,2.651
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 2,2015,Lower Bound,1.558,1925527,,,Women,2.651
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 3,2015,Lower Bound,39.66,49015665,,,Women,2.651
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 4,2015,Lower Bound,15.07,18624964,,,Women,2.651
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 1,2015,Lower Bound,21.68,26794241,,,Men,9.56
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 2,2015,Lower Bound,9.56,11815173,,,Men,9.56
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 3,2015,Lower Bound,2.651,3276362,,,Men,9.56
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 4,2015,Lower Bound,15.85,19588963,,,Men,9.56
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Urban Men,2015,Lower Bound,18.1,22369731,,,Men,9.56
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Men,2015,Lower Bound,50.23,62079093,,,Men,9.56
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Urban Women,2015,Lower Bound,90.62,111996963,,,Women,2.651
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Women,2015,Lower Bound,10.29,12717377,,,Women,2.651
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 1,2015,Lower Bound,30.2,37324082,,,Urban,10.29
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 1,2015,Lower Bound,57.06,70520268,,,Rural,30.2
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 2,2015,Lower Bound,1.558,1925527,,,Urban,10.29
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 2,2015,Lower Bound,39.66,49015665,,,Rural,30.2
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 3,2015,Lower Bound,15.07,18624964,,,Urban,10.29
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 3,2015,Lower Bound,21.68,26794241,,,Rural,30.2
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 4,2015,Lower Bound,9.56,11815173,,,Urban,10.29
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 4,2015,Lower Bound,2.651,3276362,,,Rural,30.2
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Total,Total,2015,Upper Bound,15.85,19588963,,,"",
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex,Men,2015,Upper Bound,18.1,22369731,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex,Women,2015,Upper Bound,50.23,62079093,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age,Age Group 1,2015,Upper Bound,90.62,111996963,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age,Age Group 2,2015,Upper Bound,10.29,12717377,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age,Age Group 3,2015,Upper Bound,30.2,37324082,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age,Age Group 4,2015,Upper Bound,57.06,70520268,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Area,Urban,2015,Upper Bound,1.558,1925527,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Area,Rural,2015,Upper Bound,39.66,49015665,,,Total,15.85
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 1,2015,Upper Bound,15.07,18624964,,,Women,50.23
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 2,2015,Upper Bound,21.68,26794241,,,Women,50.23
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 3,2015,Upper Bound,9.56,11815173,,,Women,50.23
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women Age Group 4,2015,Upper Bound,2.651,3276362,,,Women,50.23
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 1,2015,Upper Bound,15.85,19588963,,,Men,18.1
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 2,2015,Upper Bound,18.1,22369731,,,Men,18.1
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 3,2015,Upper Bound,50.23,62079093,,,Men,18.1
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men Age Group 4,2015,Upper Bound,90.62,111996963,,,Men,18.1
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Urban Men,2015,Upper Bound,10.29,12717377,,,Men,18.1
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Men,2015,Upper Bound,30.2,37324082,,,Men,18.1
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Urban Women,2015,Upper Bound,57.06,70520268,,,Women,50.23
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Women,2015,Upper Bound,1.558,1925527,,,Women,50.23
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 1,2015,Upper Bound,39.66,49015665,,,Urban,1.558
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 1,2015,Upper Bound,15.07,18624964,,,Rural,39.66
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 2,2015,Upper Bound,21.68,26794241,,,Urban,1.558
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 2,2015,Upper Bound,9.56,11815173,,,Rural,39.66
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 3,2015,Upper Bound,2.651,3276362,,,Urban,1.558
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 3,2015,Upper Bound,15.85,19588963,,,Rural,39.66
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban Age Group 4,2015,Upper Bound,18.1,22369731,,,Urban,1.558
Percentage who have seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural Age Group 4,2015,Lower Bound,50.23,62079093,,,Rural,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Total,Total,2015,Estimated,90.62,111996963,viz_total,Percentage who are currently taking herbal or traditional remedies for hypertension,"",
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Men,2015,Estimated,10.29,12717377,viz_sex,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Women,2015,Estimated,30.2,37324082,viz_sex,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 1,2015,Estimated,57.06,70520268,viz_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 2,2015,Estimated,1.558,1925527,viz_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 3,2015,Estimated,39.66,49015665,viz_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 4,2015,Estimated,15.07,18624964,viz_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Urban,2015,Estimated,21.68,26794241,viz_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Rural,2015,Estimated,9.56,11815173,viz_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Total,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 1,2015,Estimated,2.651,3276362,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Women,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 2,2015,Estimated,15.85,19588963,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Women,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 3,2015,Estimated,18.1,22369731,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Women,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 4,2015,Estimated,50.23,62079093,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Women,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 1,2015,Estimated,90.62,111996963,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Men,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 2,2015,Estimated,10.29,12717377,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Men,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 3,2015,Estimated,30.2,37324082,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Men,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 4,2015,Estimated,57.06,70520268,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,Men,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Men,2015,Estimated,1.558,1925527,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Men,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Men,2015,Estimated,39.66,49015665,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Men,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Women,2015,Estimated,15.07,18624964,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Women,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Women,2015,Estimated,21.68,26794241,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Women,30.2
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 1,2015,Estimated,9.56,11815173,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Urban,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 1,2015,Estimated,2.651,3276362,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Rural,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 2,2015,Estimated,15.85,19588963,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Urban,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 2,2015,Estimated,18.1,22369731,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Rural,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 3,2015,Estimated,50.23,62079093,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Urban,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 3,2015,Estimated,90.62,111996963,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Rural,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 4,2015,Estimated,10.29,12717377,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Urban,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 4,2015,Estimated,30.2,37324082,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,Rural,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Total,Total,2015,Lower Bound,57.06,70520268,,,"",
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Men,2015,Lower Bound,1.558,1925527,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Women,2015,Lower Bound,39.66,49015665,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 1,2015,Lower Bound,15.07,18624964,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 2,2015,Lower Bound,21.68,26794241,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 3,2015,Lower Bound,9.56,11815173,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 4,2015,Lower Bound,2.651,3276362,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Urban,2015,Lower Bound,15.85,19588963,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Rural,2015,Lower Bound,18.1,22369731,,,Total,57.06
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 1,2015,Lower Bound,50.23,62079093,,,Women,39.66
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 2,2015,Lower Bound,90.62,111996963,,,Women,39.66
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 3,2015,Lower Bound,10.29,12717377,,,Women,39.66
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 4,2015,Lower Bound,30.2,37324082,,,Women,39.66
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 1,2015,Lower Bound,57.06,70520268,,,Men,1.558
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 2,2015,Lower Bound,1.558,1925527,,,Men,1.558
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 3,2015,Lower Bound,39.66,49015665,,,Men,1.558
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 4,2015,Lower Bound,15.07,18624964,,,Men,1.558
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Men,2015,Lower Bound,21.68,26794241,,,Men,1.558
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Men,2015,Lower Bound,9.56,11815173,,,Men,1.558
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Women,2015,Lower Bound,2.651,3276362,,,Women,39.66
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Women,2015,Lower Bound,15.85,19588963,,,Women,39.66
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 1,2015,Lower Bound,18.1,22369731,,,Urban,15.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 1,2015,Lower Bound,50.23,62079093,,,Rural,18.1
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 2,2015,Lower Bound,90.62,111996963,,,Urban,15.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 2,2015,Lower Bound,10.29,12717377,,,Rural,18.1
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 3,2015,Lower Bound,30.2,37324082,,,Urban,15.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 3,2015,Lower Bound,57.06,70520268,,,Rural,18.1
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 4,2015,Lower Bound,1.558,1925527,,,Urban,15.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 4,2015,Lower Bound,39.66,49015665,,,Rural,18.1
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Total,Total,2015,Upper Bound,15.07,18624964,,,"",
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Men,2015,Upper Bound,21.68,26794241,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Women,2015,Upper Bound,9.56,11815173,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 1,2015,Upper Bound,2.651,3276362,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 2,2015,Upper Bound,15.85,19588963,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 3,2015,Upper Bound,18.1,22369731,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age,Age Group 4,2015,Upper Bound,50.23,62079093,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Urban,2015,Upper Bound,90.62,111996963,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Rural,2015,Upper Bound,10.29,12717377,,,Total,15.07
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 1,2015,Upper Bound,30.2,37324082,,,Women,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 2,2015,Upper Bound,57.06,70520268,,,Women,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 3,2015,Upper Bound,1.558,1925527,,,Women,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women Age Group 4,2015,Upper Bound,39.66,49015665,,,Women,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 1,2015,Upper Bound,15.07,18624964,,,Men,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 2,2015,Upper Bound,21.68,26794241,,,Men,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 3,2015,Upper Bound,9.56,11815173,,,Men,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men Age Group 4,2015,Upper Bound,2.651,3276362,,,Men,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Men,2015,Upper Bound,15.85,19588963,,,Men,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Men,2015,Upper Bound,18.1,22369731,,,Men,21.68
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Women,2015,Upper Bound,50.23,62079093,,,Women,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Women,2015,Upper Bound,90.62,111996963,,,Women,9.56
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 1,2015,Upper Bound,10.29,12717377,,,Urban,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 1,2015,Upper Bound,30.2,37324082,,,Rural,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 2,2015,Upper Bound,57.06,70520268,,,Urban,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 2,2015,Upper Bound,1.558,1925527,,,Rural,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 3,2015,Upper Bound,39.66,49015665,,,Urban,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 3,2015,Upper Bound,15.07,18624964,,,Rural,10.29
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban Age Group 4,2015,Upper Bound,21.68,26794241,,,Urban,90.62
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural Age Group 4,2015,Lower Bound,9.56,11815173,,,Rural,18.1
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Total,Total,2015,Estimated,5.735,,viz_total,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP","",
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex,Men,2015,Estimated,11.41,,viz_sex,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex,Women,2015,Estimated,3.957,,viz_sex,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,Age Group 1,2015,Estimated,9.733,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,Age Group 2,2015,Estimated,2.629,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,Age Group 3,2015,Estimated,3.377,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,Age Group 4,2015,Estimated,1.819,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Urban,2015,Estimated,2.677,,viz_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Rural,2015,Estimated,11.56,,viz_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Total,5.735
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Women Age Group 1,2015,Estimated,9.073,,viz_women_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Women,3.957
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Women Age Group 2,2015,Estimated,2.886,,viz_women_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Women,3.957
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Women Age Group 3,2015,Estimated,9.258,,viz_women_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Women,3.957
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Women Age Group 4,2015,Estimated,4.317,,viz_women_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Women,3.957
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Men Age Group 1,2015,Estimated,5.735,,viz_men_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Men,11.41
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Men Age Group 2,2015,Estimated,11.41,,viz_men_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Men,11.41
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Men Age Group 3,2015,Estimated,3.957,,viz_men_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Men,11.41
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Age,Men Age Group 4,2015,Estimated,9.733,,viz_men_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Men,11.41
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Area,Urban Men,2015,Estimated,2.629,,viz_sex_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Men,11.41
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Area,Rural Men,2015,Estimated,3.377,,viz_sex_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Men,11.41
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Area,Urban Women,2015,Estimated,1.819,,viz_sex_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Women,3.957
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex by Area,Rural Women,2015,Estimated,2.677,,viz_sex_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Women,3.957
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban Age Group 1,2015,Estimated,11.56,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Urban,2.677
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural Age Group 1,2015,Estimated,9.073,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Rural,11.56
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban Age Group 2,2015,Estimated,2.886,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Urban,2.677
