Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Average number of daily uses of other tobacco products,Others,Age,Age Group 3,2015,Estimated,11.62,,viz_age,Average number of daily uses of other tobacco products,Total,8.651
Average number of daily uses of other tobacco products,Others,Age,Age Group 4,2015,Estimated,9.592,,viz_age,Average number of daily uses of other tobacco products,Total,8.651
Average number of daily uses of other tobacco products,Others,Area,Urban,2015,Estimated,10.18,,viz_area,Average number of daily uses of other tobacco products,Total,8.651
Average number of daily uses of other tobacco products,Others,Area,Rural,2015,Estimated,2.913,,viz_area,Average number of daily uses of other tobacco products,Total,8.651
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 1,2015,Estimated,11.69,,viz_women_age,Average number of daily uses of other tobacco products,Women,5.957
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 2,2015,Estimated,2.511,,viz_women_age,Average number of daily uses of other tobacco products,Women,5.957
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 3,2015,Estimated,10.46,,viz_women_age,Average number of daily uses of other tobacco products,Women,5.957
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 4,2015,Estimated,10.8,,viz_women_age,Average number of daily uses of other tobacco products,Women,5.957
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 1,2015,Estimated,9.427,,viz_men_age,Average number of daily uses of other tobacco products,Men,4.405
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 2,2015,Estimated,1.335,,viz_men_age,Average number of daily uses of other tobacco products,Men,4.405
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 3,2015,Estimated,8.528,,viz_men_age,Average number of daily uses of other tobacco products,Men,4.405
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 4,2015,Estimated,5.234,,viz_men_age,Average number of daily uses of other tobacco products,Men,4.405
Average number of daily uses of other tobacco products,Others,Sex by Area,Urban Men,2015,Estimated,9.494,,viz_sex_area,Average number of daily uses of other tobacco products,Men,4.405
Average number of daily uses of other tobacco products,Others,Sex by Area,Rural Men,2015,Estimated,12.54,,viz_sex_area,Average number of daily uses of other tobacco products,Men,4.405
Average number of daily uses of other tobacco products,Others,Sex by Area,Urban Women,2015,Estimated,3.099,,viz_sex_area,Average number of daily uses of other tobacco products,Women,5.957
Average number of daily uses of other tobacco products,Others,Sex by Area,Rural Women,2015,Estimated,12.4,,viz_sex_area,Average number of daily uses of other tobacco products,Women,5.957
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 1,2015,Estimated,3.875,,viz_age_area,Average number of daily uses of other tobacco products,Urban,10.18
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 1,2015,Estimated,8.386,,viz_age_area,Average number of daily uses of other tobacco products,Rural,2.913
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 2,2015,Estimated,4.614,,viz_age_area,Average number of daily uses of other tobacco products,Urban,10.18
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 2,2015,Estimated,10.43,,viz_age_area,Average number of daily uses of other tobacco products,Rural,2.913
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 3,2015,Estimated,5.693,,viz_age_area,Average number of daily uses of other tobacco products,Urban,10.18
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 3,2015,Estimated,9.511,,viz_age_area,Average number of daily uses of other tobacco products,Rural,2.913
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 4,2015,Estimated,2.626,,viz_age_area,Average number of daily uses of other tobacco products,Urban,10.18
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 4,2015,Estimated,1.471,,viz_age_area,Average number of daily uses of other tobacco products,Rural,2.913
Average number of daily uses of other tobacco products,Others,Total,Total,2015,Lower Bound,10.04,,,,"",
Average number of daily uses of other tobacco products,Others,Sex,Men,2015,Lower Bound,1.123,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Sex,Women,2015,Lower Bound,10.57,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Age,Age Group 1,2015,Lower Bound,1.195,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Age,Age Group 2,2015,Lower Bound,8.651,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Age,Age Group 3,2015,Lower Bound,4.405,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Age,Age Group 4,2015,Lower Bound,5.957,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Area,Urban,2015,Lower Bound,6.695,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Area,Rural,2015,Lower Bound,12.48,,,,Total,10.04
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 1,2015,Lower Bound,11.62,,,,Women,10.57
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 2,2015,Lower Bound,9.592,,,,Women,10.57
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 3,2015,Lower Bound,10.18,,,,Women,10.57
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 4,2015,Lower Bound,2.913,,,,Women,10.57
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 1,2015,Lower Bound,11.69,,,,Men,1.123
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 2,2015,Lower Bound,2.511,,,,Men,1.123
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 3,2015,Lower Bound,10.46,,,,Men,1.123
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 4,2015,Lower Bound,10.8,,,,Men,1.123
Average number of daily uses of other tobacco products,Others,Sex by Area,Urban Men,2015,Lower Bound,9.427,,,,Men,1.123
Average number of daily uses of other tobacco products,Others,Sex by Area,Rural Men,2015,Lower Bound,1.335,,,,Men,1.123
Average number of daily uses of other tobacco products,Others,Sex by Area,Urban Women,2015,Lower Bound,8.528,,,,Women,10.57
Average number of daily uses of other tobacco products,Others,Sex by Area,Rural Women,2015,Lower Bound,5.234,,,,Women,10.57
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 1,2015,Lower Bound,9.494,,,,Urban,6.695
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 1,2015,Lower Bound,12.54,,,,Rural,12.48
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 2,2015,Lower Bound,3.099,,,,Urban,6.695
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 2,2015,Lower Bound,12.4,,,,Rural,12.48
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 3,2015,Lower Bound,3.875,,,,Urban,6.695
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 3,2015,Lower Bound,8.386,,,,Rural,12.48
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 4,2015,Lower Bound,4.614,,,,Urban,6.695
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 4,2015,Lower Bound,10.43,,,,Rural,12.48
Average number of daily uses of other tobacco products,Others,Total,Total,2015,Upper Bound,5.693,,,,"",
Average number of daily uses of other tobacco products,Others,Sex,Men,2015,Upper Bound,9.511,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Sex,Women,2015,Upper Bound,2.626,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Age,Age Group 1,2015,Upper Bound,1.471,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Age,Age Group 2,2015,Upper Bound,10.04,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Age,Age Group 3,2015,Upper Bound,1.123,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Age,Age Group 4,2015,Upper Bound,10.57,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Area,Urban,2015,Upper Bound,1.195,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Area,Rural,2015,Upper Bound,8.651,,,,Total,5.693
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 1,2015,Upper Bound,4.405,,,,Women,2.626
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 2,2015,Upper Bound,5.957,,,,Women,2.626
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 3,2015,Upper Bound,6.695,,,,Women,2.626
Average number of daily uses of other tobacco products,Others,Sex by Age,Women Age Group 4,2015,Upper Bound,12.48,,,,Women,2.626
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 1,2015,Upper Bound,11.62,,,,Men,9.511
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 2,2015,Upper Bound,9.592,,,,Men,9.511
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 3,2015,Upper Bound,10.18,,,,Men,9.511
Average number of daily uses of other tobacco products,Others,Sex by Age,Men Age Group 4,2015,Upper Bound,2.913,,,,Men,9.511
Average number of daily uses of other tobacco products,Others,Sex by Area,Urban Men,2015,Upper Bound,11.69,,,,Men,9.511
Average number of daily uses of other tobacco products,Others,Sex by Area,Rural Men,2015,Upper Bound,2.511,,,,Men,9.511
Average number of daily uses of other tobacco products,Others,Sex by Area,Urban Women,2015,Upper Bound,10.46,,,,Women,2.626
Average number of daily uses of other tobacco products,Others,Sex by Area,Rural Women,2015,Upper Bound,10.8,,,,Women,2.626
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 1,2015,Upper Bound,9.427,,,,Urban,1.195
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 1,2015,Upper Bound,1.335,,,,Rural,8.651
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 2,2015,Upper Bound,8.528,,,,Urban,1.195
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 2,2015,Upper Bound,5.234,,,,Rural,8.651
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 3,2015,Upper Bound,9.494,,,,Urban,1.195
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 3,2015,Upper Bound,12.54,,,,Rural,8.651
Average number of daily uses of other tobacco products,Others,Age by Area,Urban Age Group 4,2015,Upper Bound,3.099,,,,Urban,1.195
Average number of daily uses of other tobacco products,Others,Age by Area,Rural Age Group 4,2015,Lower Bound,12.4,,,,Rural,12.48
Percentage of current smokers who have tried to stop smoking,Tried to stop,Total,Total,2015,Estimated,6.06,7489534,viz_total,Percentage of current smokers who have tried to stop smoking,"",
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex,Men,2015,Estimated,13.34,16486863,viz_sex,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex,Women,2015,Estimated,36.12,44640590,viz_sex,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 1,2015,Estimated,82.34,101763738,viz_age,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 2,2015,Estimated,91.42,112985680,viz_age,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 3,2015,Estimated,99.3,122724546,viz_age,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 4,2015,Estimated,80.81,99872816,viz_age,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Area,Urban,2015,Estimated,84.02,103840044,viz_area,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Area,Rural,2015,Estimated,73.25,90529436,viz_area,Percentage of current smokers who have tried to stop smoking,Total,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 1,2015,Estimated,84.57,104519787,viz_women_age,Percentage of current smokers who have tried to stop smoking,Women,36.12
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 2,2015,Estimated,92.59,114431679,viz_women_age,Percentage of current smokers who have tried to stop smoking,Women,36.12
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 3,2015,Estimated,51.45,63586887,viz_women_age,Percentage of current smokers who have tried to stop smoking,Women,36.12
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 4,2015,Estimated,80.15,99057124,viz_women_age,Percentage of current smokers who have tried to stop smoking,Women,36.12
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 1,2015,Estimated,77.09,95275280,viz_men_age,Percentage of current smokers who have tried to stop smoking,Men,13.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 2,2015,Estimated,3.961,4895387,viz_men_age,Percentage of current smokers who have tried to stop smoking,Men,13.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 3,2015,Estimated,32.3,39919465,viz_men_age,Percentage of current smokers who have tried to stop smoking,Men,13.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 4,2015,Estimated,32.36,39993619,viz_men_age,Percentage of current smokers who have tried to stop smoking,Men,13.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Urban Men,2015,Estimated,10.96,13545428,viz_sex_area,Percentage of current smokers who have tried to stop smoking,Men,13.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Rural Men,2015,Estimated,73.22,90492359,viz_sex_area,Percentage of current smokers who have tried to stop smoking,Men,13.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Urban Women,2015,Estimated,4.7,5808715,viz_sex_area,Percentage of current smokers who have tried to stop smoking,Women,36.12
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Rural Women,2015,Estimated,92.85,114753012,viz_sex_area,Percentage of current smokers who have tried to stop smoking,Women,36.12
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 1,2015,Estimated,89.73,110897014,viz_age_area,Percentage of current smokers who have tried to stop smoking,Urban,84.02
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 1,2015,Estimated,17.55,21689988,viz_age_area,Percentage of current smokers who have tried to stop smoking,Rural,73.25
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 2,2015,Estimated,44.11,54515405,viz_age_area,Percentage of current smokers who have tried to stop smoking,Urban,84.02
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 2,2015,Estimated,75.03,92729332,viz_age_area,Percentage of current smokers who have tried to stop smoking,Rural,73.25
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 3,2015,Estimated,47.13,58247813,viz_age_area,Percentage of current smokers who have tried to stop smoking,Urban,84.02
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 3,2015,Estimated,18.91,23370807,viz_age_area,Percentage of current smokers who have tried to stop smoking,Rural,73.25
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 4,2015,Estimated,15.21,18797989,viz_age_area,Percentage of current smokers who have tried to stop smoking,Urban,84.02
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 4,2015,Estimated,88.75,109685836,viz_age_area,Percentage of current smokers who have tried to stop smoking,Rural,73.25
Percentage of current smokers who have tried to stop smoking,Tried to stop,Total,Total,2015,Lower Bound,49.31,60942068,,,"",
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex,Men,2015,Lower Bound,3.523,4354064,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex,Women,2015,Lower Bound,52.11,64402579,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 1,2015,Lower Bound,66.32,81964672,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 2,2015,Lower Bound,6.06,7489534,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 3,2015,Lower Bound,13.34,16486863,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 4,2015,Lower Bound,36.12,44640590,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Area,Urban,2015,Lower Bound,82.34,101763738,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Area,Rural,2015,Lower Bound,91.42,112985680,,,Total,49.31
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 1,2015,Lower Bound,99.3,122724546,,,Women,52.11
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 2,2015,Lower Bound,80.81,99872816,,,Women,52.11
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 3,2015,Lower Bound,84.02,103840044,,,Women,52.11
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 4,2015,Lower Bound,73.25,90529436,,,Women,52.11
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 1,2015,Lower Bound,84.57,104519787,,,Men,3.523
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 2,2015,Lower Bound,92.59,114431679,,,Men,3.523
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 3,2015,Lower Bound,51.45,63586887,,,Men,3.523
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 4,2015,Lower Bound,80.15,99057124,,,Men,3.523
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Urban Men,2015,Lower Bound,77.09,95275280,,,Men,3.523
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Rural Men,2015,Lower Bound,3.961,4895387,,,Men,3.523
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Urban Women,2015,Lower Bound,32.3,39919465,,,Women,52.11
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Rural Women,2015,Lower Bound,32.36,39993619,,,Women,52.11
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 1,2015,Lower Bound,10.96,13545428,,,Urban,82.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 1,2015,Lower Bound,73.22,90492359,,,Rural,91.42
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 2,2015,Lower Bound,4.7,5808715,,,Urban,82.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 2,2015,Lower Bound,92.85,114753012,,,Rural,91.42
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 3,2015,Lower Bound,89.73,110897014,,,Urban,82.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 3,2015,Lower Bound,17.55,21689988,,,Rural,91.42
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 4,2015,Lower Bound,44.11,54515405,,,Urban,82.34
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 4,2015,Lower Bound,75.03,92729332,,,Rural,91.42
Percentage of current smokers who have tried to stop smoking,Tried to stop,Total,Total,2015,Upper Bound,47.13,58247813,,,"",
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex,Men,2015,Upper Bound,18.91,23370807,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex,Women,2015,Upper Bound,15.21,18797989,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 1,2015,Upper Bound,88.75,109685836,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 2,2015,Upper Bound,49.31,60942068,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 3,2015,Upper Bound,3.523,4354064,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age,Age Group 4,2015,Upper Bound,52.11,64402579,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Area,Urban,2015,Upper Bound,66.32,81964672,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Area,Rural,2015,Upper Bound,6.06,7489534,,,Total,47.13
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 1,2015,Upper Bound,13.34,16486863,,,Women,15.21
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 2,2015,Upper Bound,36.12,44640590,,,Women,15.21
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 3,2015,Upper Bound,82.34,101763738,,,Women,15.21
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Women Age Group 4,2015,Upper Bound,91.42,112985680,,,Women,15.21
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 1,2015,Upper Bound,99.3,122724546,,,Men,18.91
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 2,2015,Upper Bound,80.81,99872816,,,Men,18.91
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 3,2015,Upper Bound,84.02,103840044,,,Men,18.91
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Age,Men Age Group 4,2015,Upper Bound,73.25,90529436,,,Men,18.91
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Urban Men,2015,Upper Bound,84.57,104519787,,,Men,18.91
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Rural Men,2015,Upper Bound,92.59,114431679,,,Men,18.91
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Urban Women,2015,Upper Bound,51.45,63586887,,,Women,15.21
Percentage of current smokers who have tried to stop smoking,Tried to stop,Sex by Area,Rural Women,2015,Upper Bound,80.15,99057124,,,Women,15.21
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 1,2015,Upper Bound,77.09,95275280,,,Urban,66.32
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 1,2015,Upper Bound,3.961,4895387,,,Rural,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 2,2015,Upper Bound,32.3,39919465,,,Urban,66.32
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 2,2015,Upper Bound,32.36,39993619,,,Rural,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 3,2015,Upper Bound,10.96,13545428,,,Urban,66.32
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 3,2015,Upper Bound,73.22,90492359,,,Rural,6.06
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Urban Age Group 4,2015,Upper Bound,4.7,5808715,,,Urban,66.32
Percentage of current smokers who have tried to stop smoking,Tried to stop,Age by Area,Rural Age Group 4,2015,Lower Bound,92.85,114753012,,,Rural,91.42
Percentage of former smokers,Former smokers,Total,Total,2015,Estimated,89.73,110897014,viz_total,Percentage of former smokers,"",
Percentage of former smokers,Former smokers,Sex,Men,2015,Estimated,17.55,21689988,viz_sex,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Sex,Women,2015,Estimated,44.11,54515405,viz_sex,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Age,Age Group 1,2015,Estimated,75.03,92729332,viz_age,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Age,Age Group 2,2015,Estimated,47.13,58247813,viz_age,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Age,Age Group 3,2015,Estimated,18.91,23370807,viz_age,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Age,Age Group 4,2015,Estimated,15.21,18797989,viz_age,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Area,Urban,2015,Estimated,88.75,109685836,viz_area,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Area,Rural,2015,Estimated,49.31,60942068,viz_area,Percentage of former smokers,Total,89.73
Percentage of former smokers,Former smokers,Sex by Age,Women Age Group 1,2015,Estimated,3.523,4354064,viz_women_age,Percentage of former smokers,Women,44.11
Percentage of former smokers,Former smokers,Sex by Age,Women Age Group 2,2015,Estimated,52.11,64402579,viz_women_age,Percentage of former smokers,Women,44.11
Percentage of former smokers,Former smokers,Sex by Age,Women Age Group 3,2015,Estimated,66.32,81964672,viz_women_age,Percentage of former smokers,Women,44.11
Percentage of former smokers,Former smokers,Sex by Age,Women Age Group 4,2015,Estimated,6.06,7489534,viz_women_age,Percentage of former smokers,Women,44.11
Percentage of former smokers,Former smokers,Sex by Age,Men Age Group 1,2015,Estimated,13.34,16486863,viz_men_age,Percentage of former smokers,Men,17.55
Percentage of former smokers,Former smokers,Sex by Age,Men Age Group 2,2015,Estimated,36.12,44640590,viz_men_age,Percentage of former smokers,Men,17.55
Percentage of former smokers,Former smokers,Sex by Age,Men Age Group 3,2015,Estimated,82.34,101763738,viz_men_age,Percentage of former smokers,Men,17.55
Percentage of former smokers,Former smokers,Sex by Age,Men Age Group 4,2015,Estimated,91.42,112985680,viz_men_age,Percentage of former smokers,Men,17.55
Percentage of former smokers,Former smokers,Sex by Area,Urban Men,2015,Estimated,99.3,122724546,viz_sex_area,Percentage of former smokers,Men,17.55
Percentage of former smokers,Former smokers,Sex by Area,Rural Men,2015,Estimated,80.81,99872816,viz_sex_area,Percentage of former smokers,Men,17.55
Percentage of former smokers,Former smokers,Sex by Area,Urban Women,2015,Estimated,84.02,103840044,viz_sex_area,Percentage of former smokers,Women,44.11
Percentage of former smokers,Former smokers,Sex by Area,Rural Women,2015,Estimated,73.25,90529436,viz_sex_area,Percentage of former smokers,Women,44.11
Percentage of former smokers,Former smokers,Age by Area,Urban Age Group 1,2015,Estimated,84.57,104519787,viz_age_area,Percentage of former smokers,Urban,88.75
Percentage of former smokers,Former smokers,Age by Area,Rural Age Group 1,2015,Estimated,92.59,114431679,viz_age_area,Percentage of former smokers,Rural,49.31
Percentage of former smokers,Former smokers,Age by Area,Urban Age Group 2,2015,Estimated,51.45,63586887,viz_age_area,Percentage of former smokers,Urban,88.75
Percentage of former smokers,Former smokers,Age by Area,Rural Age Group 2,2015,Estimated,80.15,99057124,viz_age_area,Percentage of former smokers,Rural,49.31
Percentage of former smokers,Former smokers,Age by Area,Urban Age Group 3,2015,Estimated,77.09,95275280,viz_age_area,Percentage of former smokers,Urban,88.75
Percentage of former smokers,Former smokers,Age by Area,Rural Age Group 3,2015,Estimated,3.961,4895387,viz_age_area,Percentage of former smokers,Rural,49.31
Percentage of former smokers,Former smokers,Age by Area,Urban Age Group 4,2015,Estimated,32.3,39919465,viz_age_area,Percentage of former smokers,Urban,88.75
Percentage of former smokers,Former smokers,Age by Area,Rural Age Group 4,2015,Estimated,32.36,39993619,viz_age_area,Percentage of former smokers,Rural,49.31
Percentage of former smokers,Former smokers,Total,Total,2015,Lower Bound,10.96,13545428,,,"",
Percentage of former smokers,Former smokers,Sex,Men,2015,Lower Bound,73.22,90492359,,,Total,10.96
Percentage of former smokers,Former smokers,Sex,Women,2015,Lower Bound,4.7,5808715,,,Total,10.96
Percentage of former smokers,Former smokers,Age,Age Group 1,2015,Lower Bound,92.85,114753012,,,Total,10.96
Percentage of former smokers,Former smokers,Age,Age Group 2,2015,Lower Bound,89.73,110897014,,,Total,10.96
Percentage of former smokers,Former smokers,Age,Age Group 3,2015,Lower Bound,17.55,21689988,,,Total,10.96
