Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Percentage by self-reported quantities of salt consumed,5.Far too much,Sex by Area,Urban Women,2015,Lower Bound,,110093682,,,,Urban Women - Far too much,Women,67.09
Percentage by self-reported quantities of salt consumed,5.Far too much,Sex by Area,Urban Women,2015,Upper Bound,,19440656,,,,Urban Women - Far too much,Women,18.54
Percentage by self-reported quantities of salt consumed,5.Far too much,Total,Total,2015,Estimated,0.6,13804967,viz_total,Percentage by self-reported quantities of salt consumed,table_total,Total - Far too much,,
Percentage by self-reported quantities of salt consumed,5.Far too much,Total,Total,2015,Lower Bound,0.3,2508870,,,table_total,Total - Far too much,,
Percentage by self-reported quantities of salt consumed,5.Far too much,Total,Total,2015,Upper Bound,0.9,23593269,,,table_total,Total - Far too much,,
Percentage of type of oil or fat most often used for meal preparation (household) (household),Butter or ghee,Age,18-29,2015,Estimated,,19477733,viz_age,Percentage of type of oil or fat most often used for meal preparation,,18-29 - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,18-29,2015,Lower Bound,,57320891,,,,18-29 - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,18-29,2015,Upper Bound,,92259692,,,,18-29 - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,30-49,2015,Estimated,,23593269,viz_age,Percentage of type of oil or fat most often used for meal preparation,,30-49 - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,30-49,2015,Lower Bound,,15448709,,,,30-49 - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,30-49,2015,Upper Bound,,113813731,,,,30-49 - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,50-69,2015,Estimated,,121785265,viz_age,Percentage of type of oil or fat most often used for meal preparation,,50-69 - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,50-69,2015,Lower Bound,,60200530,,,,50-69 - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age,50-69,2015,Upper Bound,,38621773,,,,50-69 - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age, 18-69,2015,Estimated,,22913526,viz_age,Percentage of type of oil or fat most often used for meal preparation,, 18-69 - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age, 18-69,2015,Lower Bound,,31095162,,,, 18-69 - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Age, 18-69,2015,Upper Bound,,62128529,,,, 18-69 - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 18-29,2015,Estimated,,89182309,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural 18-29 - Butter or ghee,Rural,2.03
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 18-29,2015,Lower Bound,,96980817,,,,Rural 18-29 - Butter or ghee,Rural,19.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 18-29,2015,Upper Bound,,46444999,,,,Rural 18-29 - Butter or ghee,Rural,12.5
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 30-49,2015,Estimated,,67047398,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural 30-49 - Butter or ghee,Rural,2.03
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 30-49,2015,Lower Bound,,111280142,,,,Rural 30-49 - Butter or ghee,Rural,19.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 30-49,2015,Upper Bound,,11476537,,,,Rural 30-49 - Butter or ghee,Rural,12.5
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 50-69,2015,Estimated,,16041940,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural 50-69 - Butter or ghee,Rural,2.03
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 50-69,2015,Lower Bound,,89182309,,,,Rural 50-69 - Butter or ghee,Rural,19.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural 50-69,2015,Upper Bound,,96980817,,,,Rural 50-69 - Butter or ghee,Rural,12.5
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural  18-69,2015,Estimated,,92259692,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural  18-69 - Butter or ghee,Rural,2.03
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural  18-69,2015,Lower Bound,,67047398,,,,Rural  18-69 - Butter or ghee,Rural,19.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Rural  18-69,2015,Lower Bound,,111280142,,,,Rural  18-69 - Butter or ghee,Rural,19.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 18-29,2015,Estimated,,57617506,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban 18-29 - Butter or ghee,Urban,64.42
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 18-29,2015,Lower Bound,,9736395,,,,Urban 18-29 - Butter or ghee,Urban,15.76
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 18-29,2015,Upper Bound,,97030253,,,,Urban 18-29 - Butter or ghee,Urban,46.38
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 30-49,2015,Estimated,,19440656,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban 30-49 - Butter or ghee,Urban,64.42
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 30-49,2015,Lower Bound,,29364907,,,,Urban 30-49 - Butter or ghee,Urban,15.76
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 30-49,2015,Upper Bound,,59891556,,,,Urban 30-49 - Butter or ghee,Urban,46.38
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 50-69,2015,Estimated,,63858785,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban 50-69 - Butter or ghee,Urban,64.42
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 50-69,2015,Lower Bound,,57617506,,,,Urban 50-69 - Butter or ghee,Urban,15.76
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban 50-69,2015,Upper Bound,,9736395,,,,Urban 50-69 - Butter or ghee,Urban,46.38
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban  18-69,2015,Estimated,,110093682,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban  18-69 - Butter or ghee,Urban,64.42
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban  18-69,2015,Lower Bound,,19440656,,,,Urban  18-69 - Butter or ghee,Urban,15.76
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Age by Area,Urban  18-69,2015,Upper Bound,,29364907,,,,Urban  18-69 - Butter or ghee,Urban,46.38
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Area,Rural,2015,Estimated,0.1,2508870,viz_area,Percentage of type of oil or fat most often used for meal preparation,,Rural - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Area,Rural,2015,Lower Bound,0,23593269,,,,Rural - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Area,Rural,2015,Upper Bound,0.29,15448709,,,,Rural - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Area,Urban,2015,Estimated,0.11,79616468,viz_area,Percentage of type of oil or fat most often used for meal preparation,,Urban - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Area,Urban,2015,Lower Bound,0,19477733,,,,Urban - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Area,Urban,2015,Upper Bound,0.32,57320891,,,,Urban - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex,Men,2015,Estimated,,60200530,viz_sex,Percentage of type of oil or fat most often used for meal preparation,table_total,Men - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex,Men,2015,Lower Bound,,38621773,,,table_total,Men - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex,Men,2015,Upper Bound,,16041940,,,table_total,Men - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex,Women,2015,Estimated,,31095162,viz_sex,Percentage of type of oil or fat most often used for meal preparation,table_total,Women - Butter or ghee,Total,12.5
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex,Women,2015,Lower Bound,,62128529,,,table_total,Women - Butter or ghee,Total,92.09
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex,Women,2015,Upper Bound,,110093682,,,table_total,Women - Butter or ghee,Total,51.67
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 18-29,2015,Estimated,,97030253,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men 18-29 - Butter or ghee,Men,48.71
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 18-29,2015,Lower Bound,,63500375,,,,Men 18-29 - Butter or ghee,Men,31.25
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 18-29,2015,Upper Bound,,121785265,,,,Men 18-29 - Butter or ghee,Men,12.98
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 30-49,2015,Estimated,,46444999,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men 30-49 - Butter or ghee,Men,48.71
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 30-49,2015,Lower Bound,,82916312,,,,Men 30-49 - Butter or ghee,Men,31.25
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 30-49,2015,Upper Bound,,22913526,,,,Men 30-49 - Butter or ghee,Men,12.98
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 50-69,2015,Estimated,,59891556,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men 50-69 - Butter or ghee,Men,48.71
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 50-69,2015,Lower Bound,,13903838,,,,Men 50-69 - Butter or ghee,Men,31.25
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men 50-69,2015,Upper Bound,,79616468,,,,Men 50-69 - Butter or ghee,Men,12.98
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men  18-69,2015,Estimated,,11476537,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men  18-69 - Butter or ghee,Men,48.71
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men  18-69,2015,Lower Bound,,13804967,,,,Men  18-69 - Butter or ghee,Men,31.25
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Men  18-69,2015,Upper Bound,,2508870,,,,Men  18-69 - Butter or ghee,Men,12.98
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 18-29,2015,Estimated,,63500375,viz_women_age,Percentage of type of oil or fat most often used for meal preparation,,Women 18-29 - Butter or ghee,Women,25.16
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 18-29,2015,Lower Bound,,121785265,,,,Women 18-29 - Butter or ghee,Women,50.27
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 18-29,2015,Upper Bound,,60200530,,,,Women 18-29 - Butter or ghee,Women,89.08
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 30-49,2015,Estimated,,82916312,viz_women_age,Percentage of type of oil or fat most often used for meal preparation,,Women 30-49 - Butter or ghee,Women,25.16
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 30-49,2015,Lower Bound,,22913526,,,,Women 30-49 - Butter or ghee,Women,50.27
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 30-49,2015,Upper Bound,,31095162,,,,Women 30-49 - Butter or ghee,Women,89.08
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 50-69,2015,Estimated,,13903838,viz_women_age,Percentage of type of oil or fat most often used for meal preparation,,Women 50-69 - Butter or ghee,Women,25.16
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 50-69,2015,Lower Bound,,79616468,,,,Women 50-69 - Butter or ghee,Women,50.27
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women 50-69,2015,Upper Bound,,19477733,,,,Women 50-69 - Butter or ghee,Women,89.08
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women  18-69,2015,Estimated,,13804967,viz_women_age,Percentage of type of oil or fat most often used for meal preparation,,Women  18-69 - Butter or ghee,Women,25.16
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women  18-69,2015,Lower Bound,,2508870,,,,Women  18-69 - Butter or ghee,Women,50.27
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Sex by Age,Women  18-69,2015,Upper Bound,,23593269,,,,Women  18-69 - Butter or ghee,Women,89.08
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Rural Men,2015,Estimated,,96980817,viz_sex_area,Percentage of type of oil or fat most often used for meal preparation,,Rural Men - Butter or ghee,Men,48.71
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Rural Men,2015,Lower Bound,,46444999,,,,Rural Men - Butter or ghee,Men,31.25
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Rural Men,2015,Upper Bound,,82916312,,,,Rural Men - Butter or ghee,Men,12.98
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Rural Women,2015,Estimated,,111280142,viz_sex_area,Percentage of type of oil or fat most often used for meal preparation,,Rural Women - Butter or ghee,Women,25.16
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Rural Women,2015,Lower Bound,,11476537,,,,Rural Women - Butter or ghee,Women,50.27
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Rural Women,2015,Upper Bound,,13804967,,,,Rural Women - Butter or ghee,Women,89.08
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Urban Men,2015,Estimated,,9736395,viz_sex_area,Percentage of type of oil or fat most often used for meal preparation,,Urban Men - Butter or ghee,Men,48.71
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Urban Men,2015,Lower Bound,,97030253,,,,Urban Men - Butter or ghee,Men,31.25
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Urban Men,2015,Upper Bound,,63500375,,,,Urban Men - Butter or ghee,Men,12.98
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Urban Women,2015,Estimated,,29364907,viz_sex_area,Percentage of type of oil or fat most often used for meal preparation,,Urban Women - Butter or ghee,Women,25.16
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Urban Women,2015,Lower Bound,,59891556,,,,Urban Women - Butter or ghee,Women,50.27
Percentage of type of oil or fat most often used for meal preparation,Butter or ghee,Sex by Area,Urban Women,2015,Upper Bound,,13903838,,,,Urban Women - Butter or ghee,Women,89.08
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Total,Total,2015,Estimated,0.1,15448709,viz_total,Percentage of type of oil or fat most often used for meal preparation,table_total,1.Total - Butter or ghee,,
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Total,Total,2015,Lower Bound,0,113813731,,,table_total,1.Total - Butter or ghee,,
Percentage of type of oil or fat most often used for meal preparation (household),Butter or ghee,Total,Total,2015,Upper Bound,0.3,63858785,,,table_total,1.Total - Butter or ghee,,
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,18-29,2015,Estimated,,59891556,viz_age,Percentage of type of oil or fat most often used for meal preparation,,18-29 - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,18-29,2015,Lower Bound,,13903838,,,,18-29 - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,18-29,2015,Upper Bound,,79616468,,,,18-29 - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,30-49,2015,Estimated,,11476537,viz_age,Percentage of type of oil or fat most often used for meal preparation,,30-49 - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,30-49,2015,Lower Bound,,13804967,,,,30-49 - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,30-49,2015,Upper Bound,,2508870,,,,30-49 - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,50-69,2015,Estimated,,9736395,viz_age,Percentage of type of oil or fat most often used for meal preparation,,50-69 - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,50-69,2015,Lower Bound,,97030253,,,,50-69 - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age,50-69,2015,Upper Bound,,63500375,,,,50-69 - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age, 18-69,2015,Estimated,,96980817,viz_age,Percentage of type of oil or fat most often used for meal preparation,, 18-69 - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age, 18-69,2015,Lower Bound,,46444999,,,, 18-69 - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Age, 18-69,2015,Upper Bound,,82916312,,,, 18-69 - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 18-29,2015,Estimated,,60200530,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural 18-29 - Lard or suet,Rural,90.04
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 18-29,2015,Lower Bound,,38621773,,,,Rural 18-29 - Lard or suet,Rural,9.286
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 18-29,2015,Upper Bound,,16041940,,,,Rural 18-29 - Lard or suet,Rural,11.17
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 30-49,2015,Estimated,,19477733,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural 30-49 - Lard or suet,Rural,90.04
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 30-49,2015,Lower Bound,,57320891,,,,Rural 30-49 - Lard or suet,Rural,9.286
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 30-49,2015,Upper Bound,,92259692,,,,Rural 30-49 - Lard or suet,Rural,11.17
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 50-69,2015,Estimated,,121785265,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural 50-69 - Lard or suet,Rural,90.04
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 50-69,2015,Lower Bound,,60200530,,,,Rural 50-69 - Lard or suet,Rural,9.286
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural 50-69,2015,Upper Bound,,38621773,,,,Rural 50-69 - Lard or suet,Rural,11.17
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural  18-69,2015,Estimated,,79616468,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Rural  18-69 - Lard or suet,Rural,90.04
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural  18-69,2015,Lower Bound,,19477733,,,,Rural  18-69 - Lard or suet,Rural,9.286
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Rural  18-69,2015,Lower Bound,,57320891,,,,Rural  18-69 - Lard or suet,Rural,9.286
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 18-29,2015,Estimated,,15448709,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban 18-29 - Lard or suet,Urban,23.76
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 18-29,2015,Lower Bound,,113813731,,,,Urban 18-29 - Lard or suet,Urban,48.46
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 18-29,2015,Upper Bound,,63858785,,,,Urban 18-29 - Lard or suet,Urban,11.25
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 30-49,2015,Estimated,,31095162,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban 30-49 - Lard or suet,Urban,23.76
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 30-49,2015,Lower Bound,,62128529,,,,Urban 30-49 - Lard or suet,Urban,48.46
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 30-49,2015,Upper Bound,,110093682,,,,Urban 30-49 - Lard or suet,Urban,11.25
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 50-69,2015,Estimated,,23593269,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban 50-69 - Lard or suet,Urban,23.76
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 50-69,2015,Lower Bound,,15448709,,,,Urban 50-69 - Lard or suet,Urban,48.46
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban 50-69,2015,Upper Bound,,113813731,,,,Urban 50-69 - Lard or suet,Urban,11.25
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban  18-69,2015,Estimated,,22913526,viz_age_area,Percentage of type of oil or fat most often used for meal preparation,,Urban  18-69 - Lard or suet,Urban,23.76
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban  18-69,2015,Lower Bound,,31095162,,,,Urban  18-69 - Lard or suet,Urban,48.46
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Age by Area,Urban  18-69,2015,Upper Bound,,62128529,,,,Urban  18-69 - Lard or suet,Urban,11.25
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Area,Rural,2015,Estimated,14.35,111280142,viz_area,Percentage of type of oil or fat most often used for meal preparation,,Rural - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Area,Rural,2015,Lower Bound,11.59,11476537,,,,Rural - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Area,Rural,2015,Upper Bound,17.01,13804967,,,,Rural - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Area,Urban,2015,Estimated,15.86,29364907,viz_area,Percentage of type of oil or fat most often used for meal preparation,,Urban - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Area,Urban,2015,Lower Bound,12.81,59891556,,,,Urban - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation,Lard or suet,Area,Urban,2015,Upper Bound,18.8,13903838,,,,Urban - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex,Men,2015,Estimated,,97030253,viz_sex,Percentage of type of oil or fat most often used for meal preparation,table_total,Men - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex,Men,2015,Lower Bound,,63500375,,,table_total,Men - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex,Men,2015,Upper Bound,,121785265,,,table_total,Men - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex,Women,2015,Estimated,,46444999,viz_sex,Percentage of type of oil or fat most often used for meal preparation,table_total,Women - Lard or suet,Total,11.17
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex,Women,2015,Lower Bound,,82916312,,,table_total,Women - Lard or suet,Total,2.03
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex,Women,2015,Upper Bound,,22913526,,,table_total,Women - Lard or suet,Total,19.09
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 18-29,2015,Estimated,,63858785,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men 18-29 - Lard or suet,Men,78.51
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 18-29,2015,Lower Bound,,57617506,,,,Men 18-29 - Lard or suet,Men,51.38
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 18-29,2015,Upper Bound,,9736395,,,,Men 18-29 - Lard or suet,Men,98.54
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 30-49,2015,Estimated,,16041940,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men 30-49 - Lard or suet,Men,78.51
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 30-49,2015,Lower Bound,,89182309,,,,Men 30-49 - Lard or suet,Men,51.38
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 30-49,2015,Upper Bound,,96980817,,,,Men 30-49 - Lard or suet,Men,98.54
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 50-69,2015,Estimated,,110093682,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men 50-69 - Lard or suet,Men,78.51
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 50-69,2015,Lower Bound,,19440656,,,,Men 50-69 - Lard or suet,Men,51.38
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men 50-69,2015,Upper Bound,,29364907,,,,Men 50-69 - Lard or suet,Men,98.54
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men  18-69,2015,Estimated,,92259692,viz_men_age,Percentage of type of oil or fat most often used for meal preparation,,Men  18-69 - Lard or suet,Men,78.51
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men  18-69,2015,Lower Bound,,67047398,,,,Men  18-69 - Lard or suet,Men,51.38
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Men  18-69,2015,Upper Bound,,111280142,,,,Men  18-69 - Lard or suet,Men,98.54
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Women 18-29,2015,Estimated,,57617506,viz_women_age,Percentage of type of oil or fat most often used for meal preparation,,Women 18-29 - Lard or suet,Women,37.58
Percentage of type of oil or fat most often used for meal preparation (household),Lard or suet,Sex by Age,Women 18-29,2015,Lower Bound,,9736395,,,,Women 18-29 - Lard or suet,Women,67.09
