Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 2,2015,Estimated,62.97,77824418,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Women,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 3,2015,Estimated,49.22,60830838,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Women,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 4,2015,Estimated,6.674,8248375,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Women,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 1,2015,Estimated,85.47,105632094,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Men,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 2,2015,Estimated,73.63,90999077,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Men,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 3,2015,Estimated,33.33,41192438,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Men,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 4,2015,Estimated,21.52,26596498,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Men,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Men,2015,Estimated,14.98,18513733,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Men,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Men,2015,Estimated,5.41,6686201,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Men,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Women,2015,Estimated,80.48,99464970,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Women,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Women,2015,Estimated,19.35,23914602,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Women,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 1,2015,Estimated,83.77,103531070,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Urban,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 1,2015,Estimated,53.21,65762066,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Rural,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 2,2015,Estimated,62.97,77824418,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Urban,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 2,2015,Estimated,49.22,60830838,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Rural,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 3,2015,Estimated,6.674,8248375,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Urban,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 3,2015,Estimated,85.47,105632094,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Rural,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 4,2015,Estimated,73.63,90999077,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Urban,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 4,2015,Estimated,33.33,41192438,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Rural,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Total,Total,2015,Lower Bound,21.52,26596498,,,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Men,2015,Lower Bound,14.98,18513733,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Women,2015,Lower Bound,5.41,6686201,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 1,2015,Lower Bound,80.48,99464970,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 2,2015,Lower Bound,19.35,23914602,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 3,2015,Lower Bound,83.77,103531070,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 4,2015,Lower Bound,53.21,65762066,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Urban,2015,Lower Bound,62.97,77824418,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Rural,2015,Lower Bound,49.22,60830838,,,Total,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 1,2015,Lower Bound,6.674,8248375,,,Women,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 2,2015,Lower Bound,85.47,105632094,,,Women,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 3,2015,Lower Bound,73.63,90999077,,,Women,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 4,2015,Lower Bound,33.33,41192438,,,Women,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 1,2015,Lower Bound,21.52,26596498,,,Men,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 2,2015,Lower Bound,14.98,18513733,,,Men,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 3,2015,Lower Bound,5.41,6686201,,,Men,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 4,2015,Lower Bound,80.48,99464970,,,Men,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Men,2015,Lower Bound,19.35,23914602,,,Men,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Men,2015,Lower Bound,83.77,103531070,,,Men,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Women,2015,Lower Bound,53.21,65762066,,,Women,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Women,2015,Lower Bound,62.97,77824418,,,Women,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 1,2015,Lower Bound,49.22,60830838,,,Urban,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 1,2015,Lower Bound,6.674,8248375,,,Rural,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 2,2015,Lower Bound,85.47,105632094,,,Urban,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 2,2015,Lower Bound,73.63,90999077,,,Rural,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 3,2015,Lower Bound,33.33,41192438,,,Urban,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 3,2015,Lower Bound,21.52,26596498,,,Rural,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 4,2015,Lower Bound,14.98,18513733,,,Urban,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 4,2015,Lower Bound,5.41,6686201,,,Rural,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Total,Total,2015,Upper Bound,80.48,99464970,,,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Men,2015,Upper Bound,19.35,23914602,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex,Women,2015,Upper Bound,83.77,103531070,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 1,2015,Upper Bound,53.21,65762066,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 2,2015,Upper Bound,62.97,77824418,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 3,2015,Upper Bound,49.22,60830838,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age,Age Group 4,2015,Upper Bound,6.674,8248375,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Urban,2015,Upper Bound,85.47,105632094,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Area,Rural,2015,Upper Bound,73.63,90999077,,,Total,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 1,2015,Upper Bound,33.33,41192438,,,Women,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 2,2015,Upper Bound,21.52,26596498,,,Women,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 3,2015,Upper Bound,14.98,18513733,,,Women,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Women Age Group 4,2015,Upper Bound,5.41,6686201,,,Women,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 1,2015,Upper Bound,80.48,99464970,,,Men,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 2,2015,Upper Bound,19.35,23914602,,,Men,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 3,2015,Upper Bound,83.77,103531070,,,Men,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Age,Men Age Group 4,2015,Upper Bound,53.21,65762066,,,Men,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Men,2015,Upper Bound,62.97,77824418,,,Men,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Men,2015,Upper Bound,49.22,60830838,,,Men,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Urban Women,2015,Upper Bound,6.674,8248375,,,Women,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Sex by Area,Rural Women,2015,Upper Bound,85.47,105632094,,,Women,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 1,2015,Upper Bound,73.63,90999077,,,Urban,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 1,2015,Upper Bound,33.33,41192438,,,Rural,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 2,2015,Upper Bound,21.52,26596498,,,Urban,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 2,2015,Upper Bound,14.98,18513733,,,Rural,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 3,2015,Upper Bound,5.41,6686201,,,Urban,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 3,2015,Upper Bound,80.48,99464970,,,Rural,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Urban Age Group 4,2015,Upper Bound,19.35,23914602,,,Urban,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce fat in diet,Reduce fat in diet,Age by Area,Rural Age Group 4,2015,Lower Bound,83.77,103531070,,,Rural,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Total,Total,2015,Estimated,53.21,65762066,viz_total,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex,Men,2015,Estimated,62.97,77824418,viz_sex,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex,Women,2015,Estimated,49.22,60830838,viz_sex,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 1,2015,Estimated,6.674,8248375,viz_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 2,2015,Estimated,85.47,105632094,viz_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 3,2015,Estimated,73.63,90999077,viz_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 4,2015,Estimated,33.33,41192438,viz_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Area,Urban,2015,Estimated,21.52,26596498,viz_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Area,Rural,2015,Estimated,14.98,18513733,viz_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Total,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 1,2015,Estimated,5.41,6686201,viz_women_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Women,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 2,2015,Estimated,80.48,99464970,viz_women_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Women,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 3,2015,Estimated,19.35,23914602,viz_women_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Women,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 4,2015,Estimated,83.77,103531070,viz_women_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Women,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 1,2015,Estimated,53.21,65762066,viz_men_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Men,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 2,2015,Estimated,62.97,77824418,viz_men_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Men,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 3,2015,Estimated,49.22,60830838,viz_men_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Men,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 4,2015,Estimated,6.674,8248375,viz_men_age,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Men,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Urban Men,2015,Estimated,85.47,105632094,viz_sex_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Men,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Rural Men,2015,Estimated,73.63,90999077,viz_sex_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Men,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Urban Women,2015,Estimated,33.33,41192438,viz_sex_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Women,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Rural Women,2015,Estimated,21.52,26596498,viz_sex_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Women,49.22
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 1,2015,Estimated,14.98,18513733,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Urban,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 1,2015,Estimated,5.41,6686201,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Rural,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 2,2015,Estimated,80.48,99464970,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Urban,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 2,2015,Estimated,19.35,23914602,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Rural,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 3,2015,Estimated,83.77,103531070,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Urban,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 3,2015,Estimated,53.21,65762066,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Rural,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 4,2015,Estimated,62.97,77824418,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Urban,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 4,2015,Estimated,49.22,60830838,viz_age_area,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Rural,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Total,Total,2015,Lower Bound,6.674,8248375,,,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex,Men,2015,Lower Bound,85.47,105632094,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex,Women,2015,Lower Bound,73.63,90999077,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 1,2015,Lower Bound,33.33,41192438,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 2,2015,Lower Bound,21.52,26596498,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 3,2015,Lower Bound,14.98,18513733,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 4,2015,Lower Bound,5.41,6686201,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Area,Urban,2015,Lower Bound,80.48,99464970,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Area,Rural,2015,Lower Bound,19.35,23914602,,,Total,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 1,2015,Lower Bound,83.77,103531070,,,Women,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 2,2015,Lower Bound,53.21,65762066,,,Women,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 3,2015,Lower Bound,62.97,77824418,,,Women,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 4,2015,Lower Bound,49.22,60830838,,,Women,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 1,2015,Lower Bound,6.674,8248375,,,Men,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 2,2015,Lower Bound,85.47,105632094,,,Men,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 3,2015,Lower Bound,73.63,90999077,,,Men,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 4,2015,Lower Bound,33.33,41192438,,,Men,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Urban Men,2015,Lower Bound,21.52,26596498,,,Men,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Rural Men,2015,Lower Bound,14.98,18513733,,,Men,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Urban Women,2015,Lower Bound,5.41,6686201,,,Women,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Rural Women,2015,Lower Bound,80.48,99464970,,,Women,73.63
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 1,2015,Lower Bound,19.35,23914602,,,Urban,80.48
