Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 3,2015,Estimated,4.6,,viz_age_area,Average minutes of transport-related physical activity per day,Rural,5.344
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 4,2015,Estimated,6.741,,viz_age_area,Average minutes of transport-related physical activity per day,Urban,10.71
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 4,2015,Estimated,11,,viz_age_area,Average minutes of transport-related physical activity per day,Rural,5.344
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Total,Total,2015,Lower Bound,12.03,,,,"",
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Men,2015,Lower Bound,10.44,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Women,2015,Lower Bound,8.668,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 1,2015,Lower Bound,8.784,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 2,2015,Lower Bound,11.91,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 3,2015,Lower Bound,10.93,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 4,2015,Lower Bound,10.71,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Urban,2015,Lower Bound,5.344,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Rural,2015,Lower Bound,6.459,,,,Total,12.03
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 1,2015,Lower Bound,5.981,,,,Women,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 2,2015,Lower Bound,7.512,,,,Women,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 3,2015,Lower Bound,4.6,,,,Women,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 4,2015,Lower Bound,6.741,,,,Women,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 1,2015,Lower Bound,11,,,,Men,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 2,2015,Lower Bound,12.03,,,,Men,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 3,2015,Lower Bound,10.44,,,,Men,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 4,2015,Lower Bound,8.668,,,,Men,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Men,2015,Lower Bound,8.784,,,,Men,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Men,2015,Lower Bound,11.91,,,,Men,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Women,2015,Lower Bound,10.93,,,,Women,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Women,2015,Lower Bound,10.71,,,,Women,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 1,2015,Lower Bound,5.344,,,,Urban,5.344
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 1,2015,Lower Bound,6.459,,,,Rural,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 2,2015,Lower Bound,5.981,,,,Urban,5.344
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 2,2015,Lower Bound,7.512,,,,Rural,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 3,2015,Lower Bound,4.6,,,,Urban,5.344
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 3,2015,Lower Bound,6.741,,,,Rural,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 4,2015,Lower Bound,11,,,,Urban,5.344
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,12.03,,,,Rural,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Total,Total,2015,Upper Bound,10.44,,,,"",
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Men,2015,Upper Bound,8.668,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Women,2015,Upper Bound,8.784,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 1,2015,Upper Bound,11.91,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 2,2015,Upper Bound,10.93,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 3,2015,Upper Bound,10.71,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,Age Group 4,2015,Upper Bound,5.344,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Urban,2015,Upper Bound,6.459,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Rural,2015,Upper Bound,5.981,,,,Total,10.44
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 1,2015,Upper Bound,7.512,,,,Women,8.784
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 2,2015,Upper Bound,4.6,,,,Women,8.784
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 3,2015,Upper Bound,6.741,,,,Women,8.784
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women Age Group 4,2015,Upper Bound,11,,,,Women,8.784
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 1,2015,Upper Bound,12.03,,,,Men,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,10.44,,,,Men,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,8.668,,,,Men,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,8.784,,,,Men,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,11.91,,,,Men,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,10.93,,,,Men,8.668
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,10.71,,,,Women,8.784
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,5.344,,,,Women,8.784
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,6.459,,,,Urban,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,5.981,,,,Rural,5.981
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,7.512,,,,Urban,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,4.6,,,,Rural,5.981
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,6.741,,,,Urban,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,11,,,,Rural,5.981
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,12.03,,,,Urban,6.459
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,10.44,,,,Rural,6.459
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Total,Total,2015,Estimated,8.668,,viz_total,Average minutes of recreation-related physical activity per day,"",
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Men,2015,Estimated,8.784,,viz_sex,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Women,2015,Estimated,11.91,,viz_sex,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 1,2015,Estimated,10.93,,viz_age,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 2,2015,Estimated,10.71,,viz_age,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 3,2015,Estimated,5.344,,viz_age,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 4,2015,Estimated,6.459,,viz_age,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Urban,2015,Estimated,5.981,,viz_area,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Rural,2015,Estimated,7.512,,viz_area,Average minutes of recreation-related physical activity per day,Total,8.668
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 1,2015,Estimated,4.6,,viz_women_age,Average minutes of recreation-related physical activity per day,Women,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 2,2015,Estimated,6.741,,viz_women_age,Average minutes of recreation-related physical activity per day,Women,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 3,2015,Estimated,11,,viz_women_age,Average minutes of recreation-related physical activity per day,Women,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 4,2015,Estimated,12.03,,viz_women_age,Average minutes of recreation-related physical activity per day,Women,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 1,2015,Estimated,10.44,,viz_men_age,Average minutes of recreation-related physical activity per day,Men,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 2,2015,Estimated,8.668,,viz_men_age,Average minutes of recreation-related physical activity per day,Men,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 3,2015,Estimated,8.784,,viz_men_age,Average minutes of recreation-related physical activity per day,Men,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 4,2015,Estimated,11.91,,viz_men_age,Average minutes of recreation-related physical activity per day,Men,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Men,2015,Estimated,10.93,,viz_sex_area,Average minutes of recreation-related physical activity per day,Men,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Men,2015,Estimated,10.71,,viz_sex_area,Average minutes of recreation-related physical activity per day,Men,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Women,2015,Estimated,5.344,,viz_sex_area,Average minutes of recreation-related physical activity per day,Women,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Women,2015,Estimated,6.459,,viz_sex_area,Average minutes of recreation-related physical activity per day,Women,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 1,2015,Estimated,5.981,,viz_age_area,Average minutes of recreation-related physical activity per day,Urban,5.981
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 1,2015,Estimated,7.512,,viz_age_area,Average minutes of recreation-related physical activity per day,Rural,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 2,2015,Estimated,4.6,,viz_age_area,Average minutes of recreation-related physical activity per day,Urban,5.981
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 2,2015,Estimated,6.741,,viz_age_area,Average minutes of recreation-related physical activity per day,Rural,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 3,2015,Estimated,11,,viz_age_area,Average minutes of recreation-related physical activity per day,Urban,5.981
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 3,2015,Estimated,12.03,,viz_age_area,Average minutes of recreation-related physical activity per day,Rural,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 4,2015,Estimated,10.44,,viz_age_area,Average minutes of recreation-related physical activity per day,Urban,5.981
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 4,2015,Estimated,8.668,,viz_age_area,Average minutes of recreation-related physical activity per day,Rural,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Total,Total,2015,Lower Bound,8.784,,,,"",
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Men,2015,Lower Bound,11.91,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Women,2015,Lower Bound,10.93,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 1,2015,Lower Bound,10.71,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 2,2015,Lower Bound,5.344,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 3,2015,Lower Bound,6.459,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 4,2015,Lower Bound,5.981,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Urban,2015,Lower Bound,7.512,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Rural,2015,Lower Bound,4.6,,,,Total,8.784
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 1,2015,Lower Bound,6.741,,,,Women,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 2,2015,Lower Bound,11,,,,Women,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 3,2015,Lower Bound,12.03,,,,Women,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 4,2015,Lower Bound,10.44,,,,Women,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 1,2015,Lower Bound,8.668,,,,Men,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 2,2015,Lower Bound,8.784,,,,Men,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 3,2015,Lower Bound,11.91,,,,Men,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 4,2015,Lower Bound,10.93,,,,Men,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Men,2015,Lower Bound,10.71,,,,Men,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Men,2015,Lower Bound,5.344,,,,Men,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Women,2015,Lower Bound,6.459,,,,Women,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Women,2015,Lower Bound,5.981,,,,Women,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 1,2015,Lower Bound,7.512,,,,Urban,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 1,2015,Lower Bound,4.6,,,,Rural,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 2,2015,Lower Bound,6.741,,,,Urban,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 2,2015,Lower Bound,11,,,,Rural,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 3,2015,Lower Bound,12.03,,,,Urban,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 3,2015,Lower Bound,10.44,,,,Rural,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 4,2015,Lower Bound,8.668,,,,Urban,7.512
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,8.784,,,,Rural,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Total,Total,2015,Upper Bound,11.91,,,,"",
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Men,2015,Upper Bound,10.93,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Women,2015,Upper Bound,10.71,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 1,2015,Upper Bound,5.344,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 2,2015,Upper Bound,6.459,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 3,2015,Upper Bound,5.981,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,Age Group 4,2015,Upper Bound,7.512,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Urban,2015,Upper Bound,4.6,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Rural,2015,Upper Bound,6.741,,,,Total,11.91
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 1,2015,Upper Bound,11,,,,Women,10.71
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 2,2015,Upper Bound,12.03,,,,Women,10.71
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 3,2015,Upper Bound,10.44,,,,Women,10.71
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women Age Group 4,2015,Upper Bound,8.668,,,,Women,10.71
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 1,2015,Upper Bound,8.784,,,,Men,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,11.91,,,,Men,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,10.93,,,,Men,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,10.71,,,,Men,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,5.344,,,,Men,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,6.459,,,,Men,10.93
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,5.981,,,,Women,10.71
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,7.512,,,,Women,10.71
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,4.6,,,,Urban,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,6.741,,,,Rural,6.741
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,11,,,,Urban,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,12.03,,,,Rural,6.741
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,10.44,,,,Urban,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,8.668,,,,Rural,6.741
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,8.784,,,,Urban,4.6
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,11.91,,,,Rural,4.6
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Total,Total,2015,Estimated,34.89,43120437,viz_total,Percentage who do not engage in vigorous physical activity,"",
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex,Men,2015,Estimated,41.86,51734638,viz_sex,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex,Women,2015,Estimated,46.85,57901762,viz_sex,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 1,2015,Estimated,82.92,102480558,viz_age,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 2,2015,Estimated,2.62,3238049,viz_age,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 3,2015,Estimated,83.71,103456916,viz_age,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 4,2015,Estimated,4.227,5224136,viz_age,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Area,Urban,2015,Estimated,34.93,43169873,viz_area,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Area,Rural,2015,Estimated,25.86,31960290,viz_area,Percentage who do not engage in vigorous physical activity,Total,34.89
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 1,2015,Estimated,71.95,88922770,viz_women_age,Percentage who do not engage in vigorous physical activity,Women,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 2,2015,Estimated,56.83,70236012,viz_women_age,Percentage who do not engage in vigorous physical activity,Women,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 3,2015,Estimated,12.79,15807119,viz_women_age,Percentage who do not engage in vigorous physical activity,Women,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 4,2015,Estimated,2.611,3226926,viz_women_age,Percentage who do not engage in vigorous physical activity,Women,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 1,2015,Estimated,50.71,62672324,viz_men_age,Percentage who do not engage in vigorous physical activity,Men,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 2,2015,Estimated,34.89,43120437,viz_men_age,Percentage who do not engage in vigorous physical activity,Men,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 3,2015,Estimated,41.86,51734638,viz_men_age,Percentage who do not engage in vigorous physical activity,Men,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 4,2015,Estimated,46.85,57901762,viz_men_age,Percentage who do not engage in vigorous physical activity,Men,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Urban Men,2015,Estimated,82.92,102480558,viz_sex_area,Percentage who do not engage in vigorous physical activity,Men,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Rural Men,2015,Estimated,2.62,3238049,viz_sex_area,Percentage who do not engage in vigorous physical activity,Men,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Urban Women,2015,Estimated,83.71,103456916,viz_sex_area,Percentage who do not engage in vigorous physical activity,Women,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Rural Women,2015,Estimated,4.227,5224136,viz_sex_area,Percentage who do not engage in vigorous physical activity,Women,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 1,2015,Estimated,34.93,43169873,viz_age_area,Percentage who do not engage in vigorous physical activity,Urban,34.93
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 1,2015,Estimated,25.86,31960290,viz_age_area,Percentage who do not engage in vigorous physical activity,Rural,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 2,2015,Estimated,71.95,88922770,viz_age_area,Percentage who do not engage in vigorous physical activity,Urban,34.93
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 2,2015,Estimated,56.83,70236012,viz_age_area,Percentage who do not engage in vigorous physical activity,Rural,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 3,2015,Estimated,12.79,15807119,viz_age_area,Percentage who do not engage in vigorous physical activity,Urban,34.93
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 3,2015,Estimated,2.611,3226926,viz_age_area,Percentage who do not engage in vigorous physical activity,Rural,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 4,2015,Estimated,50.71,62672324,viz_age_area,Percentage who do not engage in vigorous physical activity,Urban,34.93
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 4,2015,Estimated,34.89,43120437,viz_age_area,Percentage who do not engage in vigorous physical activity,Rural,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Total,Total,2015,Lower Bound,41.86,51734638,,,"",
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex,Men,2015,Lower Bound,46.85,57901762,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex,Women,2015,Lower Bound,82.92,102480558,,,Total,41.86
