Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Rural Age Group 3,2015,Lower Bound,63.9,78973802,,,Rural,49.62
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Urban Age Group 4,2015,Lower Bound,35.9,44368693,,,Urban,84.24
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Rural Age Group 4,2015,Lower Bound,58.07,71768524,,,Rural,49.62
Percentage of importance given to lowering the salt in the diet,Very important,Total,Total,2015,Upper Bound,55.37,68431602,,,"",
Percentage of importance given to lowering the salt in the diet,Very important,Sex,Men,2015,Upper Bound,83.18,102801891,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Sex,Women,2015,Upper Bound,5.717,7065622,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Age,Age Group 1,2015,Upper Bound,22.64,27980702,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Age,Age Group 2,2015,Upper Bound,18.39,22728141,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Age,Age Group 3,2015,Upper Bound,96.8,119634804,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Age,Age Group 4,2015,Upper Bound,50.91,62919503,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Area,Urban,2015,Upper Bound,44.64,55170430,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Area,Rural,2015,Upper Bound,85.02,105075941,,,Total,55.37
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Women Age Group 1,2015,Upper Bound,41.7,51536894,,,Women,5.717
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Women Age Group 2,2015,Upper Bound,82.31,101726661,,,Women,5.717
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Women Age Group 3,2015,Upper Bound,84.24,104111941,,,Women,5.717
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Women Age Group 4,2015,Upper Bound,49.62,61325196,,,Women,5.717
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Men Age Group 1,2015,Upper Bound,38.12,47112384,,,Men,83.18
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Men Age Group 2,2015,Upper Bound,73,90220462,,,Men,83.18
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Men Age Group 3,2015,Upper Bound,30.4,37571261,,,Men,83.18
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Age,Men Age Group 4,2015,Upper Bound,40.95,50609972,,,Men,83.18
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Area,Urban Men,2015,Upper Bound,95.93,118559574,,,Men,83.18
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Area,Rural Men,2015,Upper Bound,31.33,38720645,,,Men,83.18
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Area,Urban Women,2015,Upper Bound,95.72,118300036,,,Women,5.717
Percentage of importance given to lowering the salt in the diet,Very important,Sex by Area,Rural Women,2015,Upper Bound,91.91,113591269,,,Women,5.717
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Urban Age Group 1,2015,Upper Bound,5.862,7244827,,,Urban,44.64
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Rural Age Group 1,2015,Upper Bound,68.44,84584773,,,Rural,85.02
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Urban Age Group 2,2015,Upper Bound,11.66,14410556,,,Urban,44.64
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Rural Age Group 2,2015,Upper Bound,12.05,14892556,,,Rural,85.02
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Urban Age Group 3,2015,Upper Bound,36.38,44961923,,,Urban,44.64
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Rural Age Group 3,2015,Upper Bound,48.64,60114017,,,Rural,85.02
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Urban Age Group 4,2015,Upper Bound,68.25,84349953,,,Urban,44.64
Percentage of importance given to lowering the salt in the diet,Very important,Age by Area,Rural Age Group 4,2015,Lower Bound,47.58,58803967,,,Rural,49.62
Percentage of importance given to lowering the salt in the diet,Somewhat important,Total,Total,2015,Estimated,47.98,59298326,viz_total,Percentage of importance given to lowering the salt in the diet,"",
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex,Men,2015,Estimated,63.9,78973802,viz_sex,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex,Women,2015,Estimated,35.9,44368693,viz_sex,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 1,2015,Estimated,58.07,71768524,viz_age,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 2,2015,Estimated,55.37,68431602,viz_age,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 3,2015,Estimated,83.18,102801891,viz_age,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 4,2015,Estimated,5.717,7065622,viz_age,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Area,Urban,2015,Estimated,22.64,27980702,viz_area,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Area,Rural,2015,Estimated,18.39,22728141,viz_area,Percentage of importance given to lowering the salt in the diet,Total,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 1,2015,Estimated,96.8,119634804,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,35.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 2,2015,Estimated,50.91,62919503,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,35.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 3,2015,Estimated,44.64,55170430,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,35.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 4,2015,Estimated,85.02,105075941,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,35.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 1,2015,Estimated,41.7,51536894,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,63.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 2,2015,Estimated,82.31,101726661,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,63.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 3,2015,Estimated,84.24,104111941,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,63.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 4,2015,Estimated,49.62,61325196,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,63.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Urban Men,2015,Estimated,38.12,47112384,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Men,63.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Rural Men,2015,Estimated,73,90220462,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Men,63.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Urban Women,2015,Estimated,30.4,37571261,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Women,35.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Rural Women,2015,Estimated,40.95,50609972,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Women,35.9
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 1,2015,Estimated,95.93,118559574,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,22.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 1,2015,Estimated,31.33,38720645,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,18.39
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 2,2015,Estimated,95.72,118300036,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,22.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 2,2015,Estimated,91.91,113591269,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,18.39
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 3,2015,Estimated,5.862,7244827,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,22.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 3,2015,Estimated,68.44,84584773,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,18.39
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 4,2015,Estimated,11.66,14410556,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,22.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 4,2015,Estimated,12.05,14892556,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,18.39
Percentage of importance given to lowering the salt in the diet,Somewhat important,Total,Total,2015,Lower Bound,36.38,44961923,,,"",
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex,Men,2015,Lower Bound,48.64,60114017,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex,Women,2015,Lower Bound,68.25,84349953,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 1,2015,Lower Bound,47.58,58803967,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 2,2015,Lower Bound,47.98,59298326,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 3,2015,Lower Bound,63.9,78973802,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 4,2015,Lower Bound,35.9,44368693,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Area,Urban,2015,Lower Bound,58.07,71768524,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Area,Rural,2015,Lower Bound,55.37,68431602,,,Total,36.38
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 1,2015,Lower Bound,83.18,102801891,,,Women,68.25
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 2,2015,Lower Bound,5.717,7065622,,,Women,68.25
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 3,2015,Lower Bound,22.64,27980702,,,Women,68.25
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 4,2015,Lower Bound,18.39,22728141,,,Women,68.25
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 1,2015,Lower Bound,96.8,119634804,,,Men,48.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 2,2015,Lower Bound,50.91,62919503,,,Men,48.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 3,2015,Lower Bound,44.64,55170430,,,Men,48.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 4,2015,Lower Bound,85.02,105075941,,,Men,48.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Urban Men,2015,Lower Bound,41.7,51536894,,,Men,48.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Rural Men,2015,Lower Bound,82.31,101726661,,,Men,48.64
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Urban Women,2015,Lower Bound,84.24,104111941,,,Women,68.25
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Rural Women,2015,Lower Bound,49.62,61325196,,,Women,68.25
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 1,2015,Lower Bound,38.12,47112384,,,Urban,58.07
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 1,2015,Lower Bound,73,90220462,,,Rural,55.37
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 2,2015,Lower Bound,30.4,37571261,,,Urban,58.07
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 2,2015,Lower Bound,40.95,50609972,,,Rural,55.37
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 3,2015,Lower Bound,95.93,118559574,,,Urban,58.07
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 3,2015,Lower Bound,31.33,38720645,,,Rural,55.37
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 4,2015,Lower Bound,95.72,118300036,,,Urban,58.07
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 4,2015,Lower Bound,91.91,113591269,,,Rural,55.37
Percentage of importance given to lowering the salt in the diet,Somewhat important,Total,Total,2015,Upper Bound,5.862,7244827,,,"",
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex,Men,2015,Upper Bound,68.44,84584773,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex,Women,2015,Upper Bound,11.66,14410556,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 1,2015,Upper Bound,12.05,14892556,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 2,2015,Upper Bound,36.38,44961923,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 3,2015,Upper Bound,48.64,60114017,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age,Age Group 4,2015,Upper Bound,68.25,84349953,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Area,Urban,2015,Upper Bound,47.58,58803967,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Area,Rural,2015,Upper Bound,47.98,59298326,,,Total,5.862
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 1,2015,Upper Bound,63.9,78973802,,,Women,11.66
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 2,2015,Upper Bound,35.9,44368693,,,Women,11.66
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 3,2015,Upper Bound,58.07,71768524,,,Women,11.66
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Women Age Group 4,2015,Upper Bound,55.37,68431602,,,Women,11.66
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 1,2015,Upper Bound,83.18,102801891,,,Men,68.44
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 2,2015,Upper Bound,5.717,7065622,,,Men,68.44
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 3,2015,Upper Bound,22.64,27980702,,,Men,68.44
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Age,Men Age Group 4,2015,Upper Bound,18.39,22728141,,,Men,68.44
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Urban Men,2015,Upper Bound,96.8,119634804,,,Men,68.44
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Rural Men,2015,Upper Bound,50.91,62919503,,,Men,68.44
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Urban Women,2015,Upper Bound,44.64,55170430,,,Women,11.66
Percentage of importance given to lowering the salt in the diet,Somewhat important,Sex by Area,Rural Women,2015,Upper Bound,85.02,105075941,,,Women,11.66
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 1,2015,Upper Bound,41.7,51536894,,,Urban,47.58
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 1,2015,Upper Bound,82.31,101726661,,,Rural,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 2,2015,Upper Bound,84.24,104111941,,,Urban,47.58
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 2,2015,Upper Bound,49.62,61325196,,,Rural,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 3,2015,Upper Bound,38.12,47112384,,,Urban,47.58
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 3,2015,Upper Bound,73,90220462,,,Rural,47.98
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Urban Age Group 4,2015,Upper Bound,30.4,37571261,,,Urban,47.58
Percentage of importance given to lowering the salt in the diet,Somewhat important,Age by Area,Rural Age Group 4,2015,Lower Bound,40.95,50609972,,,Rural,55.37
Percentage of importance given to lowering the salt in the diet,Not at all important,Total,Total,2015,Estimated,95.93,118559574,viz_total,Percentage of importance given to lowering the salt in the diet,"",
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex,Men,2015,Estimated,31.33,38720645,viz_sex,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex,Women,2015,Estimated,95.72,118300036,viz_sex,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 1,2015,Estimated,91.91,113591269,viz_age,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 2,2015,Estimated,5.862,7244827,viz_age,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 3,2015,Estimated,68.44,84584773,viz_age,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 4,2015,Estimated,11.66,14410556,viz_age,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Area,Urban,2015,Estimated,12.05,14892556,viz_area,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Area,Rural,2015,Estimated,36.38,44961923,viz_area,Percentage of importance given to lowering the salt in the diet,Total,95.93
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 1,2015,Estimated,48.64,60114017,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,95.72
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 2,2015,Estimated,68.25,84349953,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,95.72
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 3,2015,Estimated,47.58,58803967,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,95.72
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 4,2015,Estimated,47.98,59298326,viz_women_age,Percentage of importance given to lowering the salt in the diet,Women,95.72
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 1,2015,Estimated,63.9,78973802,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,31.33
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 2,2015,Estimated,35.9,44368693,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,31.33
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 3,2015,Estimated,58.07,71768524,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,31.33
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 4,2015,Estimated,55.37,68431602,viz_men_age,Percentage of importance given to lowering the salt in the diet,Men,31.33
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Urban Men,2015,Estimated,83.18,102801891,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Men,31.33
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Rural Men,2015,Estimated,5.717,7065622,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Men,31.33
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Urban Women,2015,Estimated,22.64,27980702,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Women,95.72
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Rural Women,2015,Estimated,18.39,22728141,viz_sex_area,Percentage of importance given to lowering the salt in the diet,Women,95.72
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 1,2015,Estimated,96.8,119634804,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,12.05
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 1,2015,Estimated,50.91,62919503,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,36.38
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 2,2015,Estimated,44.64,55170430,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,12.05
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 2,2015,Estimated,85.02,105075941,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,36.38
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 3,2015,Estimated,41.7,51536894,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,12.05
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 3,2015,Estimated,82.31,101726661,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,36.38
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 4,2015,Estimated,84.24,104111941,viz_age_area,Percentage of importance given to lowering the salt in the diet,Urban,12.05
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 4,2015,Estimated,49.62,61325196,viz_age_area,Percentage of importance given to lowering the salt in the diet,Rural,36.38
Percentage of importance given to lowering the salt in the diet,Not at all important,Total,Total,2015,Lower Bound,38.12,47112384,,,"",
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex,Men,2015,Lower Bound,73,90220462,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex,Women,2015,Lower Bound,30.4,37571261,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 1,2015,Lower Bound,40.95,50609972,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 2,2015,Lower Bound,95.93,118559574,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 3,2015,Lower Bound,31.33,38720645,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 4,2015,Lower Bound,95.72,118300036,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Area,Urban,2015,Lower Bound,91.91,113591269,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Area,Rural,2015,Lower Bound,5.862,7244827,,,Total,38.12
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 1,2015,Lower Bound,68.44,84584773,,,Women,30.4
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 2,2015,Lower Bound,11.66,14410556,,,Women,30.4
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 3,2015,Lower Bound,12.05,14892556,,,Women,30.4
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 4,2015,Lower Bound,36.38,44961923,,,Women,30.4
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 1,2015,Lower Bound,48.64,60114017,,,Men,73
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 2,2015,Lower Bound,68.25,84349953,,,Men,73
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 3,2015,Lower Bound,47.58,58803967,,,Men,73
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Men Age Group 4,2015,Lower Bound,47.98,59298326,,,Men,73
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Urban Men,2015,Lower Bound,63.9,78973802,,,Men,73
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Rural Men,2015,Lower Bound,35.9,44368693,,,Men,73
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Urban Women,2015,Lower Bound,58.07,71768524,,,Women,30.4
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Area,Rural Women,2015,Lower Bound,55.37,68431602,,,Women,30.4
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 1,2015,Lower Bound,83.18,102801891,,,Urban,91.91
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 1,2015,Lower Bound,5.717,7065622,,,Rural,5.862
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 2,2015,Lower Bound,22.64,27980702,,,Urban,91.91
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 2,2015,Lower Bound,18.39,22728141,,,Rural,5.862
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 3,2015,Lower Bound,96.8,119634804,,,Urban,91.91
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 3,2015,Lower Bound,50.91,62919503,,,Rural,5.862
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Urban Age Group 4,2015,Lower Bound,44.64,55170430,,,Urban,91.91
Percentage of importance given to lowering the salt in the diet,Not at all important,Age by Area,Rural Age Group 4,2015,Lower Bound,85.02,105075941,,,Rural,5.862
Percentage of importance given to lowering the salt in the diet,Not at all important,Total,Total,2015,Upper Bound,41.7,51536894,,,"",
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex,Men,2015,Upper Bound,82.31,101726661,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex,Women,2015,Upper Bound,84.24,104111941,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 1,2015,Upper Bound,49.62,61325196,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 2,2015,Upper Bound,38.12,47112384,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 3,2015,Upper Bound,73,90220462,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Age,Age Group 4,2015,Upper Bound,30.4,37571261,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Area,Urban,2015,Upper Bound,40.95,50609972,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Area,Rural,2015,Upper Bound,95.93,118559574,,,Total,41.7
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 1,2015,Upper Bound,31.33,38720645,,,Women,84.24
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 2,2015,Upper Bound,95.72,118300036,,,Women,84.24
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 3,2015,Upper Bound,91.91,113591269,,,Women,84.24
Percentage of importance given to lowering the salt in the diet,Not at all important,Sex by Age,Women Age Group 4,2015,Upper Bound,5.862,7244827,,,Women,84.24
