Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Men - Measured diagnosed,Men,4.085
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Measured diagnosed,Men,5.598
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Measured diagnosed,Men,2.417
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Women - Measured diagnosed,Women,6.198
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Measured diagnosed,Women,1.943
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Measured diagnosed,Women,9.311
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Estimated,1.3,,viz_total,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),table_total,1.Total - Measured diagnosed,,
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Lower Bound,0.9,,,,table_total,1.Total - Measured diagnosed,,
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Upper Bound,1.6,,,,table_total,1.Total - Measured diagnosed,,
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 1,2010,Estimated,75.15,,viz_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Age Group 1 - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 1,2010,Lower Bound,73.44,,,,,Age Group 1 - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 1,2010,Upper Bound,76.86,,,,,Age Group 1 - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 2,2010,Estimated,81.13,,viz_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Age Group 2 - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 2,2010,Lower Bound,79.42,,,,,Age Group 2 - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 2,2010,Upper Bound,82.75,,,,,Age Group 2 - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 3,2010,Estimated,87.4,,viz_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Age Group 3 - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 3,2010,Lower Bound,85.31,,,,,Age Group 3 - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 3,2010,Upper Bound,89.49,,,,,Age Group 3 - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 4,2010,Estimated,80.75,,viz_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Age Group 4 - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 4,2010,Lower Bound,79.52,,,,,Age Group 4 - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age,Age Group 4,2010,Upper Bound,82.08,,,,,Age Group 4 - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 1,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural Age Group 1 - Mean FBG,Rural,1.383
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 1,2010,Lower Bound,,,,,,Rural Age Group 1 - Mean FBG,Rural,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 1,2010,Upper Bound,,,,,,Rural Age Group 1 - Mean FBG,Rural,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 2,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural Age Group 2 - Mean FBG,Rural,1.383
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 2,2010,Lower Bound,,,,,,Rural Age Group 2 - Mean FBG,Rural,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 2,2010,Upper Bound,,,,,,Rural Age Group 2 - Mean FBG,Rural,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 3,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural Age Group 3 - Mean FBG,Rural,1.383
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 3,2010,Lower Bound,,,,,,Rural Age Group 3 - Mean FBG,Rural,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 3,2010,Upper Bound,,,,,,Rural Age Group 3 - Mean FBG,Rural,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 4,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural Age Group 4 - Mean FBG,Rural,1.383
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 4,2010,Lower Bound,,,,,,Rural Age Group 4 - Mean FBG,Rural,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Rural Age Group 4,2010,Lower Bound,,,,,,Rural Age Group 4 - Mean FBG,Rural,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 1,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban Age Group 1 - Mean FBG,Urban,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 1,2010,Lower Bound,,,,,,Urban Age Group 1 - Mean FBG,Urban,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 1,2010,Upper Bound,,,,,,Urban Age Group 1 - Mean FBG,Urban,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 2,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban Age Group 2 - Mean FBG,Urban,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 2,2010,Lower Bound,,,,,,Urban Age Group 2 - Mean FBG,Urban,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 2,2010,Upper Bound,,,,,,Urban Age Group 2 - Mean FBG,Urban,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 3,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban Age Group 3 - Mean FBG,Urban,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 3,2010,Lower Bound,,,,,,Urban Age Group 3 - Mean FBG,Urban,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 3,2010,Upper Bound,,,,,,Urban Age Group 3 - Mean FBG,Urban,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 4,2010,Estimated,,,viz_age_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban Age Group 4 - Mean FBG,Urban,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 4,2010,Lower Bound,,,,,,Urban Age Group 4 - Mean FBG,Urban,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Age by Area,Urban Age Group 4,2010,Upper Bound,,,,,,Urban Age Group 4 - Mean FBG,Urban,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Area,Rural,2010,Estimated,80.37,,viz_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Area,Rural,2010,Lower Bound,78.76,,,,,Rural - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Area,Rural,2010,Upper Bound,82.08,,,,,Rural - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Area,Urban,2010,Estimated,81.51,,viz_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Area,Urban,2010,Lower Bound,79.71,,,,,Urban - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Area,Urban,2010,Upper Bound,83.32,,,,,Urban - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex,Men,2010,Estimated,81.13,,viz_sex_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",table_total_2010,Men - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex,Men,2010,Lower Bound,79.52,,,,table_total_2010,Men - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex,Men,2010,Upper Bound,82.84,,,,table_total_2010,Men - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex,Women,2010,Estimated,80.47,,viz_sex_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",table_total_2010,Women - Mean FBG,Total,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex,Women,2010,Lower Bound,78.95,,,,table_total_2010,Women - Mean FBG,Total,3.29
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex,Women,2010,Upper Bound,81.89,,,,table_total_2010,Women - Mean FBG,Total,1.92
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 1,2010,Estimated,76.57,,viz_men_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Men Age Group 1 - Mean FBG,Men,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 1,2010,Lower Bound,73.91,,,,,Men Age Group 1 - Mean FBG,Men,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 1,2010,Upper Bound,79.23,,,,,Men Age Group 1 - Mean FBG,Men,3.053
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 2,2010,Estimated,82.08,,viz_men_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Men Age Group 2 - Mean FBG,Men,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 2,2010,Lower Bound,79.8,,,,,Men Age Group 2 - Mean FBG,Men,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 2,2010,Upper Bound,84.46,,,,,Men Age Group 2 - Mean FBG,Men,3.053
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 3,2010,Estimated,85.6,,viz_men_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Men Age Group 3 - Mean FBG,Men,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 3,2010,Lower Bound,82.84,,,,,Men Age Group 3 - Mean FBG,Men,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 3,2010,Upper Bound,88.35,,,,,Men Age Group 3 - Mean FBG,Men,3.053
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 4,2010,Estimated,81.13,,viz_men_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Men Age Group 4 - Mean FBG,Men,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 4,2010,Lower Bound,79.52,,,,,Men Age Group 4 - Mean FBG,Men,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Men Age Group 4,2010,Upper Bound,82.84,,,,,Men Age Group 4 - Mean FBG,Men,3.053
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 1,2010,Estimated,73.72,,viz_women_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Women Age Group 1 - Mean FBG,Women,10.03
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 1,2010,Lower Bound,71.82,,,,,Women Age Group 1 - Mean FBG,Women,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 1,2010,Upper Bound,75.62,,,,,Women Age Group 1 - Mean FBG,Women,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 2,2010,Estimated,80.09,,viz_women_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Women Age Group 2 - Mean FBG,Women,10.03
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 2,2010,Lower Bound,78,,,,,Women Age Group 2 - Mean FBG,Women,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 2,2010,Upper Bound,82.18,,,,,Women Age Group 2 - Mean FBG,Women,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 3,2010,Estimated,89.11,,viz_women_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Women Age Group 3 - Mean FBG,Women,10.03
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 3,2010,Lower Bound,86.17,,,,,Women Age Group 3 - Mean FBG,Women,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 3,2010,Upper Bound,91.96,,,,,Women Age Group 3 - Mean FBG,Women,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 4,2010,Estimated,80.47,,viz_women_age_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Women Age Group 4 - Mean FBG,Women,10.03
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 4,2010,Lower Bound,78.95,,,,,Women Age Group 4 - Mean FBG,Women,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Age,Women Age Group 4,2010,Upper Bound,81.89,,,,,Women Age Group 4 - Mean FBG,Women,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Rural Men,2010,Estimated,,,viz_sex_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural Men - Mean FBG,Men,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Rural Men,2010,Lower Bound,,,,,,Rural Men - Mean FBG,Men,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Rural Men,2010,Upper Bound,,,,,,Rural Men - Mean FBG,Men,3.053
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Rural Women,2010,Estimated,,,viz_sex_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Rural Women - Mean FBG,Women,10.03
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Rural Women,2010,Lower Bound,,,,,,Rural Women - Mean FBG,Women,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Rural Women,2010,Upper Bound,,,,,,Rural Women - Mean FBG,Women,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Urban Men,2010,Estimated,,,viz_sex_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban Men - Mean FBG,Men,11.58
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Urban Men,2010,Lower Bound,,,,,,Urban Men - Mean FBG,Men,9.337
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Urban Men,2010,Upper Bound,,,,,,Urban Men - Mean FBG,Men,3.053
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Urban Women,2010,Estimated,,,viz_sex_area_2010,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",,Urban Women - Mean FBG,Women,10.03
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Urban Women,2010,Lower Bound,,,,,,Urban Women - Mean FBG,Women,11.26
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Sex by Area,Urban Women,2010,Upper Bound,,,,,,Urban Women - Mean FBG,Women,12.5
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Total,Total,2010,Estimated,80.75,,viz_total,"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",table_total_2010,1.Total - Mean FBG,,
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Total,Total,2010,Lower Bound,79.52,,,,table_total_2010,1.Total - Mean FBG,,
"Mean fasting blood glucose, including those currently on medication for raised blood glucose (mg/dl)",Mean FBG,Total,Total,2010,Upper Bound,82.08,,,,table_total_2010,1.Total - Mean FBG,,
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 1,2010,Estimated,52.54,61288119,viz_age_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Age Group 1 - Under treatment,Total,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 1,2010,Lower Bound,6.65,47087666,,,,Age Group 1 - Under treatment,Total,69.48
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 1,2010,Upper Bound,95,93236050,,,,Age Group 1 - Under treatment,Total,16.53
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 2,2010,Estimated,53.39,82669133,viz_age_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Age Group 2 - Under treatment,Total,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 2,2010,Lower Bound,31.26,18489015,,,,Age Group 2 - Under treatment,Total,69.48
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 2,2010,Upper Bound,75.53,119498856,,,,Age Group 2 - Under treatment,Total,16.53
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 3,2010,Estimated,70.87,85870105,viz_age_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Age Group 3 - Under treatment,Total,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 3,2010,Lower Bound,58.62,20429373,,,,Age Group 3 - Under treatment,Total,69.48
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 3,2010,Upper Bound,83.22,61288119,,,,Age Group 3 - Under treatment,Total,16.53
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 4,2010,Estimated,63.84,3061316,viz_age_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Age Group 4 - Under treatment,Total,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 4,2010,Lower Bound,52.16,87723951,,,,Age Group 4 - Under treatment,Total,69.48
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age,Age Group 4,2010,Upper Bound,75.53,82669133,,,,Age Group 4 - Under treatment,Total,16.53
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 1,2010,Estimated,,20429373,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Rural Age Group 1 - Under treatment,Rural,38.1
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 1,2010,Lower Bound,,61288119,,,,Rural Age Group 1 - Under treatment,Rural,75.44
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 1,2010,Upper Bound,,47087666,,,,Rural Age Group 1 - Under treatment,Rural,2.477
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 2,2010,Estimated,,19230553,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Rural Age Group 2 - Under treatment,Rural,38.1
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 2,2010,Lower Bound,,85870105,,,,Rural Age Group 2 - Under treatment,Rural,75.44
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 2,2010,Upper Bound,,20429373,,,,Rural Age Group 2 - Under treatment,Rural,2.477
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 3,2010,Estimated,,119498856,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Rural Age Group 3 - Under treatment,Rural,38.1
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 3,2010,Lower Bound,,5813658,,,,Rural Age Group 3 - Under treatment,Rural,75.44
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 3,2010,Upper Bound,,19230553,,,,Rural Age Group 3 - Under treatment,Rural,2.477
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 4,2010,Estimated,,82669133,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Rural Age Group 4 - Under treatment,Rural,38.1
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 4,2010,Lower Bound,,18489015,,,,Rural Age Group 4 - Under treatment,Rural,75.44
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Rural Age Group 4,2010,Lower Bound,,119498856,,,,Rural Age Group 4 - Under treatment,Rural,75.44
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 1,2010,Estimated,,18489015,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Urban Age Group 1 - Under treatment,Urban,4.704
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 1,2010,Lower Bound,,119498856,,,,Urban Age Group 1 - Under treatment,Urban,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 1,2010,Upper Bound,,5813658,,,,Urban Age Group 1 - Under treatment,Urban,69.48
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 2,2010,Estimated,,87723951,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Urban Age Group 2 - Under treatment,Urban,4.704
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 2,2010,Lower Bound,,82669133,,,,Urban Age Group 2 - Under treatment,Urban,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 2,2010,Upper Bound,,18489015,,,,Urban Age Group 2 - Under treatment,Urban,69.48
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 3,2010,Estimated,,93236050,viz_age_area_2010,Percentage who are currently taking any medication for diabetes prescribed by a health worker,,Urban Age Group 3 - Under treatment,Urban,4.704
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 3,2010,Lower Bound,,3061316,,,,Urban Age Group 3 - Under treatment,Urban,15.56
Percentage who are currently taking any medication for diabetes prescribed by a health worker,Under treatment,Age by Area,Urban Age Group 3,2010,Upper Bound,,87723951,,,,Urban Age Group 3 - Under treatment,Urban,69.48
